p,test_auc,pop_lim_auc,pop_full_auc,test_se,pop_lim_se,pop_full_se,auc_sd,auc_sd_se,bias_l,bias_l_se,bias_f,bias_f_se,n,sig_p,d,nsims
30,0.528125,0.5183752456,0.5227503566999999,0.01263922311060292,0.0022675264944882942,0.0022623433002856986,0.2527844622120584,0.008948472961385708,0.009749754399999977,0.012196572974580155,0.005374643300000046,0.012660613255636008,10,10,0.36,400
100,0.5159375,0.50731825515,0.5070788625,0.011742798528356387,0.0013218637057562047,0.0012364644950190536,0.23485597056712773,0.008313811236850968,0.008619244849999997,0.011704284912581454,0.008858637500000023,0.01180319788773833,10,10,0.36,400
300,0.4975,0.5019256678999999,0.5032229029999999,0.0127013852775957,6.455991052091873e-4,8.203544695713589e-4,0.254027705551914,0.008992483298547127,-0.0044256678999999724,0.01263098036293928,-0.005722902999999943,0.0127417030732797,10,10,0.36,400
1000,0.5121875,0.5005077281499999,0.5006480212,0.012155325920350712,4.0425439444153444e-4,4.588872313481043e-4,0.24310651840701425,0.008605877464402204,0.01167977185000009,0.012174413926748253,0.01153947880000003,0.012192749358364844,10,10,0.36,400
3000,0.495,0.50045878655,0.49975255,0.012645456949182742,3.2237545491411535e-4,2.879804723658706e-4,0.25290913898365486,0.008952886471258035,-0.005458786549999966,0.012667528390303454,-0.004752550000000037,0.012641526942152037,10,10,0.36,400
6000,0.4971875,0.50000937955,0.5004107130000001,0.012971969717635914,2.0619301690658342e-4,2.1272561398668924e-4,0.2594393943527183,0.00918405500546955,-0.0028218795499999802,0.012961736686565316,-0.0032232130000000307,0.01294534592883614,10,10,0.36,400
