p,test_auc,pop_lim_auc,pop_full_auc,test_se,pop_lim_se,pop_full_se,auc_sd,auc_sd_se,bias_l,bias_l_se,bias_f,bias_f_se,n,sig_p,d,nsims
100,0.525625,0.51916979595,0.5222630926,0.011745684897944628,0.002291704770039867,0.0021646319076097436,0.23491369795889255,0.008315854764367725,0.006455204049999979,0.011507536547333021,0.003361907399999995,0.011769540245398235,10,30,0.36,400
300,0.5,0.5038573390500001,0.5079030423,0.012045301395742895,0.0012315428714610467,0.0012860064695248265,0.24090602791485788,0.008527980945373558,-0.0038573390500000267,0.011987200518012265,-0.00790304230000002,0.01206475724066801,10,30,0.36,400
1000,0.50375,0.5009243039,0.5043655396000001,0.012348867055072689,4.6212678659423743e-4,9.374835291244504e-4,0.24697734110145378,0.008742903102435497,0.002825696100000062,0.012365699112046588,-6.155396000000465e-4,0.01243231110131019,10,30,0.36,400
3000,0.51,0.5015987076,0.5003581696,0.012482130083786638,6.921940259685468e-4,3.232988493168729e-4,0.24964260167573277,0.008837252304025172,0.008401292399999998,0.012488691311586765,0.009641830399999983,0.012480725905106672,10,30,0.36,400
6000,0.50875,0.50017686035,0.5003800596,0.01212646782061913,2.781300551463313e-4,3.1002033405109813e-4,0.2425293564123826,0.008585446151266477,0.008573139649999985,0.012145238618428447,0.008369940399999993,0.012095994368298172,10,30,0.36,400
