p,detection,mean_nr,mean_se,a_detection,a_det_se,n,sig_p,d,nsims
10,FALSE,0.8,0.26754242162397546,0.4,0.15491933384829668,10,1,1.19,20
30,FALSE,1.45,0.3361938663769368,0.65,0.15083103128998357,10,1,1.19,20
100,FALSE,1.1,0.33166247903553997,0.45,0.15732132722552272,10,1,1.19,20
300,FALSE,1.25,0.31518582655817173,0.65,0.15083103128998357,10,1,1.19,20
1000,FALSE,1.5,0.3516876604692234,0.7,0.14491376746189438,10,1,1.19,20
3000,FALSE,1.15,0.39917678447419497,0.6,0.15491933384829668,10,1,1.19,20
6000,FALSE,1.75,0.5706644326895116,0.55,0.15732132722552272,10,1,1.19,20
