p,test_mean,pop_lim_mean,pop_full_mean,bias_l,bias_l_se,bias_f,bias_f_se,n,sig_p,d,nsims
10,0.475,0.498536803,0.5047076479999999,-0.023536802999999988,0.031470408477787225,-0.029707647999999913,0.03488427222011023,10,1,0.36,20
30,0.4625,0.5004533520000002,0.5005942039999999,-0.03795335200000022,0.058428988800506905,-0.03809420399999984,0.057907244265838265,10,1,0.36,20
100,0.5,0.5050679210000002,0.4987905520000001,-0.005067921000000158,0.03830642485219337,0.0012094479999998741,0.0357308343348338,10,1,0.36,20
300,0.625,0.500538366,0.499202784,0.12446163399999999,0.0597524862671963,0.12579721600000002,0.05947730811374699,10,1,0.36,20
1000,0.475,0.49982593500000017,0.49981257200000007,-0.024825935000000146,0.059853449792484775,-0.024812572000000095,0.05970502198859271,10,1,0.36,20
3000,0.56875,0.499823391,0.50055065,0.06892660900000001,0.038209499227826904,0.06819935000000005,0.03780063244212379,10,1,0.36,20
6000,0.5,0.500745977,0.4987367040000001,-7.459769999999838e-4,0.04063217162779107,0.0012632959999998889,0.04040719367332294,10,1,0.36,20
