p,detection,mean_nr,mean_se,a_detection,a_det_se,n,sig_p,d,nsims
10,FALSE,0.65,0.1956769625791716,0.4,0.15491933384829668,10,1,0.36,20
30,FALSE,1.1,0.36920968225885437,0.45,0.15732132722552272,10,1,0.36,20
100,FALSE,0.95,0.3201562118716424,0.4,0.15491933384829668,10,1,0.36,20
300,FALSE,1.2,0.3128813462674073,0.65,0.15083103128998357,10,1,0.36,20
1000,FALSE,1.55,0.38026998719054167,0.7,0.14491376746189438,10,1,0.36,20
3000,FALSE,1.05,0.32827299294144935,0.6,0.15491933384829668,10,1,0.36,20
6000,FALSE,1.6,0.47239590889088157,0.55,0.15732132722552272,10,1,0.36,20
