p,detection,mean_nr,mean_se,a_detection,a_det_se,n,sig_p,d,nsims
10,FALSE,0.8,0.23619795444544078,0.45,0.15732132722552272,10,1,1.81,20
30,FALSE,1.55,0.3439323678925996,0.7,0.14491376746189438,10,1,1.81,20
100,FALSE,1.1,0.33166247903553997,0.45,0.15732132722552272,10,1,1.81,20
300,FALSE,1.3,0.31705885224903224,0.7,0.14491376746189438,10,1,1.81,20
1000,FALSE,1.7,0.40457905349426554,0.75,0.13693063937629152,10,1,1.81,20
3000,FALSE,1.05,0.32827299294144935,0.6,0.15491933384829668,10,1,1.81,20
6000,FALSE,1.65,0.48814902815043126,0.55,0.15732132722552272,10,1,1.81,20
