p,test_mean,pop_lim_mean,pop_full_mean,bias_l,bias_l_se,bias_f,bias_f_se,n,sig_p,d,nsims
10,0.475,0.5033129540000001,0.5103324819999998,-0.02831295400000004,0.03329171690846119,-0.035332481999999776,0.03797819748743479,10,1,0.74,20
30,0.4375,0.5182284410000001,0.5040038399999998,-0.08072844100000008,0.06662053315713168,-0.06650383999999979,0.06217982954980702,10,1,0.74,20
100,0.5125,0.5260472389999999,0.5086815080000001,-0.01354723899999998,0.04073240768618242,0.003818491999999876,0.035836168552638284,10,1,0.74,20
300,0.625,0.500537838,0.499209204,0.124462162,0.05975242064348688,0.125790796,0.05947592989561612,10,1,0.74,20
1000,0.475,0.4998827450000001,0.4998192340000001,-0.02488274500000006,0.05985255539672727,-0.024819234000000127,0.05970269207611885,10,1,0.74,20
3000,0.55625,0.499962105,0.5005501620000001,0.05628789499999999,0.03714467108276285,0.05569983799999988,0.03671779471198076,10,1,0.74,20
6000,0.5125,0.5007931669999999,0.4987559540000002,0.01170683300000017,0.03840484713849975,0.013744045999999769,0.03828637705699121,10,1,0.74,20
