p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.05835957527160644,0.0024861969360149175,fdr,10,1,0.7,10
100,0.014637517929077148,5.539643344058647e-4,tweedie,10,1,0.7,10
100,2.1049176454544067,0.01709137445767948,lasso,10,1,0.7,10
100,0.12834346294403076,0.004606225421310094,boruta,10,1,0.7,10
100,0.9221694707870484,0.004469207830453247,svm,10,1,0.7,10
300,0.15980284214019774,0.0011595907056432858,fdr,10,1,0.7,10
300,0.022504162788391114,0.001172588252701306,tweedie,10,1,0.7,10
300,2.0496059894561767,0.022458245879617582,lasso,10,1,0.7,10
300,0.34137935638427735,0.028177189218525193,boruta,10,1,0.7,10
300,1.671108651161194,0.021122830443876656,svm,10,1,0.7,10
1000,0.5208957672119141,0.023528654537570904,fdr,10,1,0.7,10
1000,0.03853330612182617,0.0011255803018600987,tweedie,10,1,0.7,10
1000,2.0863964319229127,0.01900157446944108,lasso,10,1,0.7,10
1000,1.0299502611160278,0.02765379756317325,boruta,10,1,0.7,10
1000,3.9511489391326906,0.05640272547873017,svm,10,1,0.7,10
3000,1.4945814609527588,0.019260146505801604,fdr,10,1,0.7,10
3000,0.1106257677078247,0.0024894849641859213,tweedie,10,1,0.7,10
3000,5.20630247592926,0.06618267056121052,lasso,10,1,0.7,10
3000,3.364943194389343,0.07050766394156022,boruta,10,1,0.7,10
3000,2.9967182636260987,0.055283011554669075,svm,10,1,0.7,10
10000,4.984570169448853,0.054447630050020776,fdr,10,1,0.7,10
10000,0.3401118993759155,0.0037930711004827418,tweedie,10,1,0.7,10
10000,6.534058856964111,0.05295841385166561,lasso,10,1,0.7,10
10000,12.916046619415283,0.15853438844217513,boruta,10,1,0.7,10
10000,4.251180243492127,0.13705191446762396,svm,10,1,0.7,10
