p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.1,10
100,0.6804285714285714,0.05797256759972175,NA,NA,NA,0.1833253554232013,0.04321020066105989,tweedie,NA,NA,10,1,1.1,10
100,0.525,0.05833333333333333,NA,0.025905381999999928,0.058970777248536624,0.18446619684315546,0.04347909956249591,lasso,0.4990946180000001,9.905230755445705e-4,10,1,1.1,10
100,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.1,10
100,0.55,0.0816496580927726,NA,0.03969999999999999,0.08072554875764067,0.2581988897471611,0.06085806194501846,svm,0.5103,0.009156224355292111,10,1,1.1,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.1,10
300,0.6313333333333333,0.05380394221180139,NA,NA,NA,0.17014300448537,0.04010309074768611,tweedie,NA,NA,10,1,1.1,10
300,0.425,0.08374896350934075,NA,-0.0904450159999998,0.07824627316906754,0.26483747636784505,0.06242279181734509,lasso,0.5154450159999998,0.014499822924723176,10,1,1.1,10
300,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.1,10
300,0.5,0.07453559924999298,NA,-1.3000000000001343e-4,0.07443529188347268,0.23570226039551584,0.05555555555555556,svm,0.50013,0.0013129314105804946,10,1,1.1,10
1000,1,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.1,10
1000,0.6968787878787879,0.04965289270633407,NA,NA,NA,0.1570162333679777,0.03700908112362217,tweedie,NA,NA,10,1,1.1,10
1000,0.525,0.05833333333333333,NA,-0.002222015999999616,0.07207415004542515,0.18446619684315546,0.04347909956249591,lasso,0.5272220159999996,0.023211573126195227,10,1,1.1,10
1000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.1,10
1000,0.525,0.06922186552431729,NA,0.011460000000000003,0.06848227540352647,0.21889875894272828,0.0515949322805742,svm,0.51354,0.010442426282558407,10,1,1.1,10
3000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.1,10
3000,0.6045361509835194,0.020201600080039822,NA,NA,NA,0.06388306863276567,0.015057383677744746,tweedie,NA,NA,10,1,1.1,10
3000,0.5,0.06454972243679027,NA,-0.0028223619999997894,0.06506903890309768,0.2041241452319315,0.048112522432468816,lasso,0.5028223619999997,0.001530301856777708,10,1,1.1,10
3000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.1,10
3000,0.375,0.041666666666666664,NA,-0.13112,0.043588494404423334,0.13176156917368248,0.031056499687497085,svm,0.50612,0.004467308411610325,10,1,1.1,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.1,10
10000,0.6247861366998445,0.0191674060752649,NA,NA,NA,0.060612660035185874,0.014286540978878258,tweedie,NA,NA,10,1,1.1,10
10000,0.4375,0.09727181274940626,NA,-0.06308247,0.09773275962428797,0.30760048042152915,0.07250212853410104,lasso,0.50058247,0.0017563530399811382,10,1,1.1,10
10000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.1,10
10000,0.475,0.05833333333333333,NA,-0.02917000000000002,0.0572567881468118,0.18446619684315546,0.04347909956249591,svm,0.50417,0.0021999520196788196,10,1,1.1,10
