p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,2.6,0.1632993161855452,1,0,fdr,30,3,1.81,10
100,FALSE,0.3,0.21343747458109494,0.2,0.1264911064067352,fdr,30,3,1.81,10
100,TRUE,2.4,0.22110831935702663,1,0,tweedie,30,3,1.81,10
100,FALSE,1.6,0.4760952285695233,0.6,0.15491933384829668,tweedie,30,3,1.81,10
100,TRUE,2.6,0.1632993161855452,1,0,lasso,30,3,1.81,10
100,FALSE,6.3,0.8439325934114774,1,0,lasso,30,3,1.81,10
100,TRUE,2.5,0.22360679774997896,1,0,boruta,30,3,1.81,10
100,FALSE,2.5,0.26874192494328497,1,0,boruta,30,3,1.81,10
100,TRUE,1.4,0.22110831935702663,0.9,0.09486832980505137,svm,30,3,1.81,10
100,FALSE,0.6,0.22110831935702663,0.5,0.15811388300841897,svm,30,3,1.81,10
300,TRUE,2.3,0.2603416558635551,1,0,fdr,30,3,1.81,10
300,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,30,3,1.81,10
300,TRUE,2.7,0.15275252316519466,1,0,tweedie,30,3,1.81,10
300,FALSE,2,0.5163977794943222,0.8,0.12649110640673517,tweedie,30,3,1.81,10
300,TRUE,1.8,0.3590109871423003,0.8,0.12649110640673517,lasso,30,3,1.81,10
300,FALSE,4.7,1.3337499349161703,0.7,0.14491376746189438,lasso,30,3,1.81,10
300,TRUE,2.3,0.15275252316519466,1,0,boruta,30,3,1.81,10
300,FALSE,4.2,0.4666666666666666,1,0,boruta,30,3,1.81,10
300,TRUE,1.4,0.26666666666666666,0.9,0.09486832980505137,svm,30,3,1.81,10
300,FALSE,1.6,0.26666666666666666,0.9,0.09486832980505137,svm,30,3,1.81,10
1000,TRUE,2.3,0.334995854037363,0.9,0.09486832980505137,fdr,30,3,1.81,10
1000,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,30,3,1.81,10
1000,TRUE,2.8,0.13333333333333333,1,0,tweedie,30,3,1.81,10
1000,FALSE,2,0.44721359549995793,0.9,0.09486832980505137,tweedie,30,3,1.81,10
1000,TRUE,2.3,0.21343747458109494,1,0,lasso,30,3,1.81,10
1000,FALSE,5.2,1.380821011813865,0.9,0.09486832980505137,lasso,30,3,1.81,10
1000,TRUE,2.5,0.26874192494328497,1,0,boruta,30,3,1.81,10
1000,FALSE,5,0.6324555320336759,1,0,boruta,30,3,1.81,10
1000,TRUE,2.3,0.21343747458109494,1,0,svm,30,3,1.81,10
1000,FALSE,7.7,0.21343747458109494,1,0,svm,30,3,1.81,10
3000,TRUE,1.8,0.29059326290271154,0.9,0.09486832980505137,fdr,30,3,1.81,10
3000,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,30,3,1.81,10
3000,TRUE,2.7,0.15275252316519466,1,0,tweedie,30,3,1.81,10
3000,FALSE,1.6,0.39999999999999997,0.8,0.12649110640673517,tweedie,30,3,1.81,10
3000,TRUE,1.3,0.3958114029012639,0.6,0.15491933384829668,lasso,30,3,1.81,10
3000,FALSE,3.7,1.505914266410202,0.7,0.14491376746189438,lasso,30,3,1.81,10
3000,TRUE,1.5,0.34156502553198664,0.8,0.12649110640673517,boruta,30,3,1.81,10
3000,FALSE,7.4,0.3711842908553348,1,0,boruta,30,3,1.81,10
3000,TRUE,2.5,0.26874192494328497,1,0,svm,30,3,1.81,10
3000,FALSE,27.5,0.26874192494328497,1,0,svm,30,3,1.81,10
10000,TRUE,0.6,0.30550504633038933,0.3,0.14491376746189438,fdr,30,3,1.81,10
10000,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,30,3,1.81,10
10000,TRUE,1.9,0.31446603773522014,0.9,0.09486832980505137,tweedie,30,3,1.81,10
10000,FALSE,2.7,0.8439325934114774,0.9,0.09486832980505137,tweedie,30,3,1.81,10
10000,TRUE,0.4,0.22110831935702663,0.3,0.14491376746189438,lasso,30,3,1.81,10
10000,FALSE,4.6,1.2578641509408806,0.8,0.12649110640673517,lasso,30,3,1.81,10
10000,TRUE,0.9,0.31446603773522014,0.6,0.15491933384829668,boruta,30,3,1.81,10
10000,FALSE,11.4,0.8192137151629671,1,0,boruta,30,3,1.81,10
10000,TRUE,2.3,0.15275252316519466,1,0,svm,30,3,1.81,10
10000,FALSE,97.7,0.15275252316519466,1,0,svm,30,3,1.81,10
