p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.5,10
100,0.7366666666666667,0.060835743229790386,NA,NA,NA,0.19237951175530588,0.04534428577451131,tweedie,NA,NA,10,1,1.5,10
100,0.525,0.05833333333333333,NA,0.025905377999999916,0.05897077746136731,0.18446619684315546,0.04347909956249591,lasso,0.4990946220000001,9.905245289977837e-4,10,1,1.5,10
100,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.5,10
100,0.6,0.07637626158259733,NA,0.06028999999999998,0.082023405128590507,0.24152294576982397,0.05692750425533111,svm,0.53971,0.02097233866045675,10,1,1.5,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.5,10
300,0.611,0.047349632039974575,NA,NA,NA,0.14973268361720454,0.03529233198366174,tweedie,NA,NA,10,1,1.5,10
300,0.425,0.08374896350934075,NA,-0.09182029599999979,0.07787699602210509,0.26483747636784505,0.06242279181734509,lasso,0.5168202959999998,0.01587194234715471,10,1,1.5,10
300,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.5,10
300,0.475,0.06922186552431729,NA,-0.04416000000000001,0.06936482489946422,0.21889875894272828,0.0515949322805742,svm,0.5191600000000001,0.012276039897114845,10,1,1.5,10
1000,1,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.5,10
1000,0.6968787878787879,0.04965289270633407,NA,NA,NA,0.1570162333679777,0.03700908112362217,tweedie,NA,NA,10,1,1.5,10
1000,0.625,0.07682953714410738,NA,0.06910365599999949,0.052557547771277656,0.2429563289518875,0.0572653559113564,lasso,0.5558963440000005,0.038843771772421314,10,1,1.5,10
1000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.5,10
1000,0.5,0.06454972243679027,NA,-0.015560000000000008,0.06322507624880072,0.2041241452319315,0.048112522432468816,svm,0.51556,0.011840103227778231,10,1,1.5,10
3000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.5,10
3000,0.6014887653626043,0.01922815933990875,NA,NA,NA,0.060804778726751406,0.014331823788744483,tweedie,NA,NA,10,1,1.5,10
3000,0.5,0.06454972243679027,NA,-0.0028223619999997894,0.06506903890309768,0.2041241452319315,0.048112522432468816,lasso,0.5028223619999997,0.001530301856777708,10,1,1.5,10
3000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.5,10
3000,0.375,0.06718548123582124,NA,-0.13246999999999998,0.06903210533271215,0.21245914639969937,0.050077101048110965,svm,0.50747,0.005070438289186089,10,1,1.5,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.5,10
10000,0.6247861366998445,0.0191674060752649,NA,NA,NA,0.060612660035185874,0.014286540978878258,tweedie,NA,NA,10,1,1.5,10
10000,0.4375,0.09727181274940626,NA,-0.06351633399999983,0.09737723529205128,0.30760048042152915,0.07250212853410104,lasso,0.5010163339999998,0.001817410493331477,10,1,1.5,10
10000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.5,10
10000,0.45,0.06236095644623236,NA,-0.057800000000000004,0.06089337128675556,0.19720265943665388,0.04648111258522643,svm,0.5078,0.0041099337653489635,10,1,1.5,10
