p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.3,10
100,0.6947619047619048,0.05717816369583862,NA,NA,NA,0.18081322970480113,0.04261808695083526,tweedie,NA,NA,10,1,1.3,10
100,0.5625,0.06782841915041544,NA,0.047904173999999924,0.06192622900427125,0.21449229460389585,0.05055631867555916,lasso,0.5145958260000001,0.015632893732998313,10,1,1.3,10
100,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.3,10
100,0.6,0.07637626158259733,NA,0.06355999999999999,0.08100181918396099,0.24152294576982397,0.05692750425533111,svm,0.53644,0.018704284714114745,10,1,1.3,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.3,10
300,0.602,0.04738130068203054,NA,NA,NA,0.14983282865650596,0.03531593639579248,tweedie,NA,NA,10,1,1.3,10
300,0.4,0.07637626158259733,NA,-0.1008835519999998,0.07602301764049685,0.24152294576982397,0.05692750425533111,lasso,0.5008835519999998,0.0010332957254195324,10,1,1.3,10
300,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.3,10
300,0.475,0.06922186552431729,NA,-0.04205,0.06921447705020484,0.21889875894272828,0.0515949322805742,svm,0.51705,0.01086939894075717,10,1,1.3,10
1000,1,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.3,10
1000,0.6968787878787879,0.04965289270633407,NA,NA,NA,0.1570162333679777,0.03700908112362217,tweedie,NA,NA,10,1,1.3,10
1000,0.625,0.07682953714410738,NA,0.08055676800000018,0.05710006242421849,0.2429563289518875,0.0572653559113564,lasso,0.5444432319999998,0.03244277895969168,10,1,1.3,10
1000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.3,10
1000,0.5,0.06454972243679027,NA,-0.014679999999999993,0.06325917728765615,0.2041241452319315,0.048112522432468816,svm,0.51468,0.011257153774871825,10,1,1.3,10
3000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.3,10
3000,0.6140829346092503,0.025863029691389067,NA,NA,NA,0.08178608101735114,0.019277164164680456,tweedie,NA,NA,10,1,1.3,10
3000,0.5,0.06454972243679027,NA,-0.0028223619999997894,0.06506903890309768,0.2041241452319315,0.048112522432468816,lasso,0.5028223619999997,0.001530301856777708,10,1,1.3,10
3000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.3,10
3000,0.375,0.041666666666666664,NA,-0.13154,0.043746957227522316,0.13176156917368248,0.031056499687497085,svm,0.50654,0.004704210879626891,10,1,1.3,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,1.3,10
10000,0.6247861366998445,0.0191674060752649,NA,NA,NA,0.060612660035185874,0.014286540978878258,tweedie,NA,NA,10,1,1.3,10
10000,0.4375,0.09727181274940626,NA,-0.06301905400000019,0.09769897653948914,0.30760048042152915,0.07250212853410104,lasso,0.5005190540000002,0.0017634373558757723,10,1,1.3,10
10000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,1.3,10
10000,0.475,0.05833333333333333,NA,-0.029400000000000016,0.057143068015483925,0.18446619684315546,0.04347909956249591,svm,0.5044,0.0024260621957768918,10,1,1.3,10
