p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.7166666666666667,0.15,NA,NA,NA,0.21213203435596428,0.15,fdr,NA,NA,30,3,0.5,10
100,0.6092857142857143,0.024768192685108235,NA,NA,NA,0.07832390241086365,0.018461120841238358,tweedie,NA,NA,30,3,0.5,10
100,0.534,0.047986109101141615,NA,0.03085203200000019,0.05221119020501019,0.1517454008089427,0.035766733975291336,lasso,0.5031479679999998,0.0053449558735708565,30,3,0.5,10
100,0.5625,0.0625,NA,0.054725000000000024,0.06419812177381605,0.1767766952966369,0.04724555912615341,boruta,0.507775,0.005198445852917416,30,3,0.5,10
100,0.53,0.04725815626252609,NA,0.006930000000000003,0.04457689000168387,0.14944341180973264,0.03522414996477191,svm,0.52307,0.010665062900267721,30,3,0.5,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,30,3,0.5,10
300,0.7561111111111112,0.02493406944183082,NA,NA,NA,0.07884845077298866,0.018584758075877988,tweedie,NA,NA,30,3,0.5,10
300,0.502,0.03076072532015822,NA,-0.007279964000000028,0.028133613181436243,0.09727395449051215,0.022927690951024256,lasso,0.5092799640000001,0.005430844622096187,30,3,0.5,10
300,0.5,0.0408248290463863,NA,-0.003977777777777802,0.03910525958436401,0.1224744871391589,0.030618621784789725,boruta,0.5039777777777777,0.004719839268031204,30,3,0.5,10
300,0.54,0.039999999999999994,NA,0.027969999999999984,0.03345371611977094,0.12649110640673517,0.0298142396999972,svm,0.51203,0.007688086743642913,30,3,0.5,10
1000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,30,3,0.5,10
1000,0.735925925925926,0.042332539443643104,NA,NA,NA,0.12699761833092932,0.03174940458273233,tweedie,NA,NA,30,3,0.5,10
1000,0.554,0.028134597128012254,NA,0.05409855400000041,0.028339104640291313,0.0889694079757506,0.020970290565935256,lasso,0.4999014459999996,3.3117607272736393e-4,30,3,0.5,10
1000,0.54,0.047609522856952344,NA,0.037779999999999994,0.047156698122088433,0.15055453054181625,0.03548604316149182,boruta,0.50222,0.0016393630199291165,30,3,0.5,10
1000,0.5700000000000001,0.04229525846816508,NA,0.06770000000000002,0.042596982157060016,0.1337493509849259,0.031525024353580254,svm,0.5023,0.002877614752997117,30,3,0.5,10
3000,0.7333333333333334,0.13333333333333333,NA,NA,NA,0.1885618083164127,0.13333333333333333,fdr,NA,NA,30,3,0.5,10
3000,0.7888888888888889,0.032565750731609215,NA,NA,NA,0.09769725219482764,0.02442431304870691,tweedie,NA,NA,30,3,0.5,10
3000,0.49,0.04781910357447812,NA,-0.02376152800000018,0.03956722167763927,0.15121728296285006,0.03564225540521209,lasso,0.5137615280000002,0.01103918798134403,30,3,0.5,10
3000,0.54,0.04521553322083512,NA,0.033629999999999986,0.044823005130054466,0.14298407059684812,0.03370166864022912,boruta,0.50637,0.003891816199839523,30,3,0.5,10
3000,0.53,0.04484541349024571,NA,0.026140000000000007,0.046265317463516885,0.1418136492412177,0.03342579768109184,svm,0.50386,0.002994743543091602,30,3,0.5,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,30,3,0.5,10
10000,0.8094444444444444,0.042196629670573874,NA,NA,NA,0.13343745934165396,0.03145151078826258,tweedie,NA,NA,30,3,0.5,10
10000,0.51,0.05148894163906568,NA,0.012414878000000162,0.05115685505028274,0.16282232989093087,0.03837759119815677,lasso,0.4975851219999998,0.001675369535384085,30,3,0.5,10
10000,0.51,0.060461190490723515,NA,0.008810000000000002,0.05984288029684251,0.19119507199599983,0.045065110645940556,boruta,0.50119,9.85049350145584e-4,30,3,0.5,10
10000,0.45,0.045338235029118136,NA,-0.04929,0.04535676465534109,0.14337208778404376,0.03379312516832344,svm,0.49929,0.0015679037668882047,30,3,0.5,10
