p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.8816666666666667,0.04149181418929272,NA,NA,NA,0.13120863709065775,0.030926172345682953,fdr,NA,NA,30,3,1.5,10
100,0.7147222222222223,0.03297141485485365,NA,NA,NA,0.10426476861964756,0.02457544164326638,tweedie,NA,NA,30,3,1.5,10
100,0.878,0.0528688103810849,NA,0.044388100000003684,0.017770921620907047,0.1671858579877829,0.03940608463388414,lasso,0.8336118999999963,0.04953225115160079,30,3,1.5,10
100,0.78,0.04898979485566356,NA,0.034580000000000034,0.04500006123452624,0.15491933384829668,0.03651483716701108,boruta,0.74542,0.0334694713300212,30,3,1.5,10
100,0.6900000000000001,0.027688746209726924,NA,-0.05926,0.030411255957110497,0.08755950357709134,0.020637972912229685,svm,0.74926,0.03473838798793059,30,3,1.5,10
300,0.8708333333333333,0.03013326514718136,NA,NA,NA,0.08522974449945676,0.022778607362803436,fdr,NA,NA,30,3,1.5,10
300,0.7644444444444445,0.04092215501313521,NA,NA,NA,0.12940721660398494,0.03050157346505138,tweedie,NA,NA,30,3,1.5,10
300,0.768,0.04790731792859115,NA,0.006029507999998018,0.02541241739593612,0.15149624124416788,0.03570800650267475,lasso,0.761970492000002,0.05052094196045859,30,3,1.5,10
300,0.65,0.07031674369909661,NA,-0.011399999999999988,0.051801919741346354,0.2223610677354389,0.05241100628920336,boruta,0.6614,0.037450634173535696,30,3,1.5,10
300,0.66,0.0541602560309064,NA,-0.004380000000000039,0.026821603233214832,0.17126976771553507,0.040368671387966563,svm,0.6643800000000001,0.04287577093573169,30,3,1.5,10
1000,0.9317460317460318,0.012464781999354229,NA,NA,NA,0.03297871331692576,0.009520134505527293,fdr,NA,NA,30,3,1.5,10
1000,0.7568253968253968,0.05016330097719041,NA,NA,NA,0.15863028604047189,0.03738951698692647,tweedie,NA,NA,30,3,1.5,10
1000,0.644,0.10561144719100186,NA,-0.09750702599999886,0.0774296231773962,0.3339727201101578,0.07871812504040314,lasso,0.7415070259999988,0.041370117906717914,30,3,1.5,10
1000,0.56,0.04000000000000002,NA,-0.08403999999999996,0.036121354718042724,0.12649110640673525,0.029814239699997216,boruta,0.64404,0.025935754814112845,30,3,1.5,10
1000,0.54,0.04760952285695233,NA,-0.05216000000000001,0.04616042605233766,0.1505545305418162,0.03548604316149181,svm,0.59216,0.022131587280526346,30,3,1.5,10
3000,0.8916666666666667,0.01595711846260563,NA,NA,NA,0.03191423692521126,0.01302893266617619,fdr,NA,NA,30,3,1.5,10
3000,0.8658888888888889,0.02182110203053825,NA,NA,NA,0.06900438347142597,0.016264489161414073,tweedie,NA,NA,30,3,1.5,10
3000,0.614,0.051644081084971497,NA,0.023574402000000244,0.03420118885244666,0.16331292389492974,0.0384932253138358,lasso,0.5904255979999997,0.04610223094901448,30,3,1.5,10
3000,0.62,0.04666666666666666,NA,0.04571000000000001,0.045347273469428254,0.14757295747452437,0.03478327964999673,boruta,0.57429,0.028813146883555317,30,3,1.5,10
3000,0.54,0.0541602560309064,NA,-0.022920000000000003,0.05272916713420255,0.17126976771553507,0.040368671387966563,svm,0.56292,0.009414442805250523,30,3,1.5,10
10000,1,0,NA,NA,NA,0,0,fdr,NA,NA,30,3,1.5,10
10000,0.864904761904762,0.03603306254344616,NA,NA,NA,0.1139465487085898,0.026857459094882366,tweedie,NA,NA,30,3,1.5,10
10000,0.5980000000000001,0.047558151538698155,NA,-0.004494479999998557,0.04068954702115599,0.15039208016972763,0.03544775324158844,lasso,0.6024944799999986,0.04796879524010182,30,3,1.5,10
10000,0.41000000000000003,0.04333333333333335,NA,-0.16646999999999998,0.04073411360409249,0.13703203194062982,0.03229875967499698,boruta,0.57647,0.024966671339563415,30,3,1.5,10
10000,0.52,0.03887301263230201,NA,-0.027120000000000005,0.03909581620128227,0.12292725943057185,0.02897423291201178,svm,0.54712,0.006390492938733287,30,3,1.5,10
