p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.8572222222222222,0.04016469865233208,NA,NA,NA,0.12701192927566476,0.029936998827469582,fdr,NA,NA,30,3,1.7,10
100,0.6972539682539682,0.0415630343053261,NA,NA,NA,0.13143385487254472,0.030979256685954977,tweedie,NA,NA,30,3,1.7,10
100,0.832,0.0646494822528035,NA,0.00785835999999337,0.028933863636275526,0.20443961346949263,0.048186879009144964,lasso,0.8241416400000067,0.05555313294926123,30,3,1.7,10
100,0.77,0.07895146188218007,NA,0.012520000000000059,0.058558731771330794,0.2496664441476534,0.05884694523051272,boruta,0.7574799999999999,0.0362229601833484,30,3,1.7,10
100,0.85,0.04772607021092117,NA,0.05420000000000001,0.02967963387015862,0.1509230856356236,0.03557291243018249,svm,0.7958000000000001,0.03834916484676616,30,3,1.7,10
300,0.8805555555555555,0.023704427072295774,NA,NA,NA,0.07495998017781147,0.017668236767113227,fdr,NA,NA,30,3,1.7,10
300,0.74,0.043364977366565555,NA,NA,NA,0.13713209915999766,0.03232234574479347,tweedie,NA,NA,30,3,1.7,10
300,0.884,0.04277070648625451,NA,-0.006601460000004167,0.027960299387410098,0.13525284963110143,0.03187940238298542,lasso,0.8906014600000042,0.035654229539507906,30,3,1.7,10
300,0.78,0.04666666666666666,NA,0.022640000000000028,0.04615519039068089,0.14757295747452437,0.03478327964999673,boruta,0.75736,0.023231000361107514,30,3,1.7,10
300,0.77,0.08439325934114775,NA,0.004880000000000051,0.05460321073180792,0.2668749186833079,0.06290302157652516,svm,0.76512,0.03882266749092738,30,3,1.7,10
1000,0.9322222222222223,0.005844345865947968,NA,NA,NA,0.01848144437018468,0.004356118213426511,fdr,NA,NA,30,3,1.7,10
1000,0.7311666666666666,0.04395224759425967,NA,NA,NA,0.13898921068151676,0.03276007112822208,tweedie,NA,NA,30,3,1.7,10
1000,0.76,0.05648992043817296,NA,-0.012303858000004785,0.02259495336757813,0.1786368134263235,0.04210510071443649,lasso,0.7723038580000048,0.055250234689444705,30,3,1.7,10
1000,0.75,0.049999999999999996,NA,0.05938000000000005,0.03965507617779427,0.15811388300841897,0.037267799624996496,boruta,0.69062,0.038710787471539075,30,3,1.7,10
1000,0.76,0.03399346342395188,NA,0.07650000000000005,0.023235777011611475,0.10749676997731396,0.025337231668869725,svm,0.6835,0.02406267741637335,30,3,1.7,10
3000,0.9314814814814815,0.0072671914334624405,NA,NA,NA,0.017800910875108027,0.0056291422791002466,fdr,NA,NA,30,3,1.7,10
3000,0.8688571428571429,0.03163304231210155,NA,NA,NA,0.10003246302671984,0.02357787764832873,tweedie,NA,NA,30,3,1.7,10
3000,0.6900000000000001,0.06754422419587201,NA,0.029883911999996553,0.044490664379774274,0.2135935912480106,0.05034449226315198,lasso,0.6601160880000034,0.05466451344599303,30,3,1.7,10
3000,0.6900000000000001,0.060461190490723515,NA,0.036780000000000014,0.05320013742672308,0.19119507199599983,0.045065110645940556,boruta,0.65322,0.036372595911390936,30,3,1.7,10
3000,0.61,0.04068851871911235,NA,0.015670000000000024,0.03510413096931915,0.12866839377079192,0.03032743125323597,svm,0.59433,0.01595862741243396,30,3,1.7,10
10000,0.9574074074074074,0.011623966538129785,NA,NA,NA,0.028472786805603795,0.009003885763809788,fdr,NA,NA,30,3,1.7,10
10000,0.7875925925925926,0.053529624205491684,NA,NA,NA,0.1692755347822349,0.03989862617783253,tweedie,NA,NA,30,3,1.7,10
10000,0.674,0.07333636357375665,NA,-0.017932696000002413,0.04633420580936733,0.23190994420727679,0.054661698057853106,lasso,0.6919326960000024,0.054145706307522384,30,3,1.7,10
10000,0.61,0.056666666666666664,NA,-0.02736000000000004,0.044068656536010824,0.17919573407620817,0.042236839574996035,boruta,0.63736,0.02972693952180974,30,3,1.7,10
10000,0.5,0.0557773351022717,NA,-0.06905,0.055716299729572455,0.17638342073763938,0.04157397096415491,svm,0.56905,0.0029954502536717574,30,3,1.7,10
