p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.7,10
100,0.6916666666666667,0.05578895417022448,NA,NA,NA,0.17642016345665842,0.041582631306080774,tweedie,NA,NA,10,1,0.7,10
100,0.525,0.05833333333333333,NA,0.025905381999999928,0.058970777248536624,0.18446619684315546,0.04347909956249591,lasso,0.4990946180000001,9.905230755445705e-4,10,1,0.7,10
100,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.7,10
100,0.5,0.08333333333333333,NA,-0.0011200000000000099,0.08419103515220608,0.26352313834736496,0.06211299937499417,svm,0.50112,0.0016046321835375406,10,1,0.7,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.7,10
300,0.6296666666666667,0.04615178928623447,NA,NA,NA,0.14594477223665764,0.034399512709088934,tweedie,NA,NA,10,1,0.7,10
300,0.425,0.08374896350934075,NA,-0.0874242059999998,0.07913527947437651,0.26483747636784505,0.06242279181734509,lasso,0.5124242059999998,0.011488622475151311,10,1,0.7,10
300,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.7,10
300,0.45,0.07264831572567788,NA,-0.054740000000000004,0.07204091152486433,0.22973414586817037,0.05414885747116092,svm,0.50474,0.0048652555031684684,10,1,0.7,10
1000,1,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.7,10
1000,0.6968787878787879,0.04965289270633407,NA,NA,NA,0.1570162333679777,0.03700908112362217,tweedie,NA,NA,10,1,0.7,10
1000,0.5,0.07453559924999298,NA,0.0014021959999999112,0.07452859689525956,0.23570226039551584,0.05555555555555556,lasso,0.4985978040000001,0.0012924909879274932,10,1,0.7,10
1000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.7,10
1000,0.55,0.06236095644623236,NA,0.04328,0.058687984384464174,0.19720265943665388,0.04648111258522643,svm,0.5067200000000001,0.006069189951440526,10,1,0.7,10
3000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.7,10
3000,0.6075917065390749,0.022343623390962224,NA,NA,NA,0.07065674109645549,0.016653953588615298,tweedie,NA,NA,10,1,0.7,10
3000,0.5,0.06454972243679027,NA,-0.0028223619999997894,0.06506903890309768,0.2041241452319315,0.048112522432468816,lasso,0.5028223619999997,0.001530301856777708,10,1,0.7,10
3000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.7,10
3000,0.375,0.041666666666666664,NA,-0.13055,0.04333545187128996,0.13176156917368248,0.031056499687497085,svm,0.5055499999999999,0.00371412469125932,10,1,0.7,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.7,10
10000,0.6269025388162467,0.018621867056469288,NA,NA,NA,0.05888751418329833,0.013879920202076417,tweedie,NA,NA,10,1,0.7,10
10000,0.4375,0.09727181274940626,NA,-0.06304607400000008,0.09774644600206886,0.30760048042152915,0.07250212853410104,lasso,0.5005460740000001,0.001754806235525862,10,1,0.7,10
10000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.7,10
10000,0.475,0.05833333333333333,NA,-0.028000000000000004,0.05780893433448578,0.18446619684315546,0.04347909956249591,svm,0.503,0.0011477514248883869,10,1,0.7,10
