p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.06200931072235107,9.199564618471865e-4,fdr,76,10,1.1,10
100,0.014241218566894531,8.793442575618619e-4,tweedie,76,10,1.1,10
100,1.085505437850952,0.007539772312390502,lasso,76,10,1.1,10
100,0.8662712574005127,0.027516048850802655,boruta,76,10,1.1,10
100,1.0459717512130737,0.010795867181208722,svm,76,10,1.1,10
300,0.18443362712860106,0.002450493308193277,fdr,76,10,1.1,10
300,0.01933732032775879,7.275098792864342e-4,tweedie,76,10,1.1,10
300,1.164856219291687,0.018695298256043737,lasso,76,10,1.1,10
300,1.2502789497375488,0.02876358501506671,boruta,76,10,1.1,10
300,2.0679988861083984,0.01359121107561545,svm,76,10,1.1,10
1000,0.6099024057388306,0.0046149150954932485,fdr,76,10,1.1,10
1000,0.04178307056427002,0.0011951201648180958,tweedie,76,10,1.1,10
1000,1.2429194927215577,0.024113049748286555,lasso,76,10,1.1,10
1000,2.787840795516968,0.018042076732361956,boruta,76,10,1.1,10
1000,5.122719430923462,0.03369854823856399,svm,76,10,1.1,10
3000,1.872434639930725,0.014189491027132493,fdr,76,10,1.1,10
3000,0.10690221786499024,0.0016934990732154387,tweedie,76,10,1.1,10
3000,4.178823709487915,0.016194055683951977,lasso,76,10,1.1,10
3000,7.456099486351013,0.05370071699788623,boruta,76,10,1.1,10
3000,3.9360018014907836,0.049662380766788264,svm,76,10,1.1,10
10000,6.30854742527008,0.040291965955169,fdr,76,10,1.1,10
10000,0.3476731300354004,0.005860342311192307,tweedie,76,10,1.1,10
10000,5.54501314163208,0.046599753015940965,lasso,76,10,1.1,10
10000,26.40980670452118,0.24803437933606465,boruta,76,10,1.1,10
10000,5.622222113609314,0.13102742225789252,svm,76,10,1.1,10
