p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,9.8,0.13333333333333333,1,0,fdr,76,10,1.1,10
100,FALSE,0.6,0.1632993161855452,0.6,0.15491933384829668,fdr,76,10,1.1,10
100,TRUE,9.3,0.21343747458109494,1,0,tweedie,76,10,1.1,10
100,FALSE,15,3.1233884733659942,0.9,0.09486832980505137,tweedie,76,10,1.1,10
100,TRUE,7.3,0.5783117190965824,1,0,lasso,76,10,1.1,10
100,FALSE,4.8,1.412641340027806,0.7,0.14491376746189438,lasso,76,10,1.1,10
100,TRUE,8.2,0.3590109871423003,1,0,boruta,76,10,1.1,10
100,FALSE,1.8,0.41633319989322654,0.8,0.12649110640673517,boruta,76,10,1.1,10
100,TRUE,2,0,1,0,svm,76,10,1.1,10
100,FALSE,0,0,0,0,svm,76,10,1.1,10
300,TRUE,9.2,0.29059326290271154,1,0,fdr,76,10,1.1,10
300,FALSE,0.4,0.1632993161855452,0.4,0.15491933384829668,fdr,76,10,1.1,10
300,TRUE,9.2,0.29059326290271154,1,0,tweedie,76,10,1.1,10
300,FALSE,2.2,0.5734883511361751,0.8,0.12649110640673517,tweedie,76,10,1.1,10
300,TRUE,7.7,0.3,1,0,lasso,76,10,1.1,10
300,FALSE,8.3,1.6058919293927871,1,0,lasso,76,10,1.1,10
300,TRUE,7.6,0.39999999999999997,1,0,boruta,76,10,1.1,10
300,FALSE,2.8,0.3590109871423003,1,0,boruta,76,10,1.1,10
300,TRUE,2.7,0.21343747458109494,1,0,svm,76,10,1.1,10
300,FALSE,0.3,0.21343747458109494,0.2,0.1264911064067352,svm,76,10,1.1,10
1000,TRUE,9,0.3944053188733077,1,0,fdr,76,10,1.1,10
1000,FALSE,0.4,0.1632993161855452,0.4,0.15491933384829668,fdr,76,10,1.1,10
1000,TRUE,9.3,0.21343747458109494,1,0,tweedie,76,10,1.1,10
1000,FALSE,1,0.3651483716701107,0.6,0.15491933384829668,tweedie,76,10,1.1,10
1000,TRUE,6.2,0.9752492558885194,1,0,lasso,76,10,1.1,10
1000,FALSE,5.6,2.1457969252574776,0.6,0.15491933384829668,lasso,76,10,1.1,10
1000,TRUE,7.5,0.37267799624996495,1,0,boruta,76,10,1.1,10
1000,FALSE,3.5,0.40138648595974313,1,0,boruta,76,10,1.1,10
1000,TRUE,6.3,0.3,1,0,svm,76,10,1.1,10
1000,FALSE,3.7,0.3,1,0,svm,76,10,1.1,10
3000,TRUE,7.5,0.47726070210921173,1,0,fdr,76,10,1.1,10
3000,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,76,10,1.1,10
3000,TRUE,8.3,0.44845413490245695,1,0,tweedie,76,10,1.1,10
3000,FALSE,0.6,0.30550504633038933,0.4,0.15491933384829668,tweedie,76,10,1.1,10
3000,TRUE,6,0.6992058987801011,1,0,lasso,76,10,1.1,10
3000,FALSE,7.3,2.3619671650742498,0.8,0.12649110640673517,lasso,76,10,1.1,10
3000,TRUE,5.3,0.6333333333333332,1,0,boruta,76,10,1.1,10
3000,FALSE,4.4,0.8326663997864531,1,0,boruta,76,10,1.1,10
3000,TRUE,7.7,0.36666666666666664,1,0,svm,76,10,1.1,10
3000,FALSE,22.3,0.36666666666666664,1,0,svm,76,10,1.1,10
10000,TRUE,5.7,0.7310570733153768,1,0,fdr,76,10,1.1,10
10000,FALSE,0.3,0.15275252316519466,0.3,0.14491376746189438,fdr,76,10,1.1,10
10000,TRUE,6.5,0.6191391873668903,1,0,tweedie,76,10,1.1,10
10000,FALSE,0.3,0.21343747458109494,0.2,0.1264911064067352,tweedie,76,10,1.1,10
10000,TRUE,3.6,0.6182412330330469,1,0,lasso,76,10,1.1,10
10000,FALSE,2.6,1.647894279241103,0.5,0.15811388300841897,lasso,76,10,1.1,10
10000,TRUE,4.7,0.44845413490245695,1,0,boruta,76,10,1.1,10
10000,FALSE,7,0.6666666666666666,1,0,boruta,76,10,1.1,10
10000,TRUE,7.5,0.47726070210921173,1,0,svm,76,10,1.1,10
10000,FALSE,92.5,0.47726070210921173,1,0,svm,76,10,1.1,10
