p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,2.2,0.19999999999999998,1,0,fdr,30,3,1.7,10
100,FALSE,0.2,0.19999999999999998,0.1,0.09486832980505139,fdr,30,3,1.7,10
100,TRUE,2.5,0.22360679774997896,1,0,tweedie,30,3,1.7,10
100,FALSE,1.8,0.38873012632302,0.8,0.12649110640673517,tweedie,30,3,1.7,10
100,TRUE,1.9,0.37859388972001823,0.8,0.12649110640673517,lasso,30,3,1.7,10
100,FALSE,2.8,0.9043106644167023,0.7,0.14491376746189438,lasso,30,3,1.7,10
100,TRUE,1.8,0.24944382578492943,0.9,0.09486832980505137,boruta,30,3,1.7,10
100,FALSE,2,0.4714045207910317,0.8,0.12649110640673517,boruta,30,3,1.7,10
100,TRUE,1.5,0.22360679774997896,0.9,0.09486832980505137,svm,30,3,1.7,10
100,FALSE,0.5,0.22360679774997896,0.4,0.15491933384829668,svm,30,3,1.7,10
300,TRUE,2.7,0.15275252316519466,1,0,fdr,30,3,1.7,10
300,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,30,3,1.7,10
300,TRUE,2.9,0.09999999999999999,1,0,tweedie,30,3,1.7,10
300,FALSE,1.4,0.39999999999999997,0.7,0.14491376746189438,tweedie,30,3,1.7,10
300,TRUE,2.3,0.15275252316519466,1,0,lasso,30,3,1.7,10
300,FALSE,5.7,1.291424708520701,0.9,0.09486832980505137,lasso,30,3,1.7,10
300,TRUE,2.4,0.26666666666666666,1,0,boruta,30,3,1.7,10
300,FALSE,3,0.44721359549995793,1,0,boruta,30,3,1.7,10
300,TRUE,1.6,0.26666666666666666,0.9,0.09486832980505137,svm,30,3,1.7,10
300,FALSE,1.4,0.26666666666666666,0.9,0.09486832980505137,svm,30,3,1.7,10
1000,TRUE,1.6,0.26666666666666666,1,0,fdr,30,3,1.7,10
1000,FALSE,0,0,0,0,fdr,30,3,1.7,10
1000,TRUE,2.3,0.2603416558635551,1,0,tweedie,30,3,1.7,10
1000,FALSE,2.3,0.36666666666666664,1,0,tweedie,30,3,1.7,10
1000,TRUE,1.4,0.339934634239519,0.8,0.12649110640673517,lasso,30,3,1.7,10
1000,FALSE,4.5,1.3102162671355697,0.7,0.14491376746189438,lasso,30,3,1.7,10
1000,TRUE,1.5,0.30731814857642953,0.8,0.12649110640673517,boruta,30,3,1.7,10
1000,FALSE,6,0.7745966692414833,1,0,boruta,30,3,1.7,10
1000,TRUE,1.9,0.2333333333333333,1,0,svm,30,3,1.7,10
1000,FALSE,8.1,0.2333333333333333,1,0,svm,30,3,1.7,10
3000,TRUE,1.3,0.3958114029012639,0.6,0.15491933384829668,fdr,30,3,1.7,10
3000,FALSE,0,0,0,0,fdr,30,3,1.7,10
3000,TRUE,2.5,0.22360679774997896,1,0,tweedie,30,3,1.7,10
3000,FALSE,1.4,0.4760952285695233,0.7,0.14491376746189438,tweedie,30,3,1.7,10
3000,TRUE,1.4,0.339934634239519,0.8,0.12649110640673517,lasso,30,3,1.7,10
3000,FALSE,4.2,1.18133634311129,0.9,0.09486832980505137,lasso,30,3,1.7,10
3000,TRUE,1.6,0.339934634239519,0.8,0.12649110640673517,boruta,30,3,1.7,10
3000,FALSE,8.2,0.5120763831912405,1,0,boruta,30,3,1.7,10
3000,TRUE,2.1,0.31446603773522014,0.9,0.09486832980505137,svm,30,3,1.7,10
3000,FALSE,27.9,0.31446603773522014,1,0,svm,30,3,1.7,10
10000,TRUE,0.9,0.31446603773522014,0.6,0.15491933384829668,fdr,30,3,1.7,10
10000,FALSE,0,0,0,0,fdr,30,3,1.7,10
10000,TRUE,2.1,0.27688746209726917,1,0,tweedie,30,3,1.7,10
10000,FALSE,3,0.7302967433402214,0.8,0.12649110640673517,tweedie,30,3,1.7,10
10000,TRUE,1.1,0.348010216963685,0.6,0.15491933384829668,lasso,30,3,1.7,10
10000,FALSE,5.8,1.4204850501775008,0.7,0.14491376746189438,lasso,30,3,1.7,10
10000,TRUE,1.3,0.3,0.8,0.12649110640673517,boruta,30,3,1.7,10
10000,FALSE,10,0.6666666666666666,1,0,boruta,30,3,1.7,10
10000,TRUE,2.2,0.13333333333333333,1,0,svm,30,3,1.7,10
10000,FALSE,97.8,0.13333333333333333,1,0,svm,30,3,1.7,10
