p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.8742519936204147,0.006675312117530735,0.9,-0.025748006379585298,0.006675312117530735,0.033376560587653675,0.0048174915599764265,fdr,NA,NA,76,10,1.81,25
100,0.5532458747746648,0.001883050989717092,0.9,-0.3467541252253352,0.001883050989717092,0.00941525494858546,0.0013589749947636928,tweedie,NA,NA,76,10,1.81,25
100,0.9829585798816568,0.005890670490946455,NA,-0.0068912457183475965,0.0039472093712365815,0.029453352454732275,0.004251225242069151,lasso,0.9898498256000045,0.002764993469946208,76,10,1.81,25
100,0.9861538461538462,0.004374031310059479,NA,0.001249846153846148,0.004784500804959975,0.021870156550297396,0.003156685192883365,boruta,0.984904,0.0018242850654434436,76,10,1.81,25
100,0.8984615384615385,0.013301243435223528,NA,0.006849538461538471,0.013473017589773978,0.06650621717611764,0.00959934559735381,svm,0.8916120000000001,0.0019203760048490514,76,10,1.81,25
300,0.8878851674641148,0.00508206427282348,0.9,-0.01211483253588519,0.00508206427282348,0.0254103213641174,0.0036676639699420198,fdr,NA,NA,76,10,1.81,25
300,0.529609684163501,0.0026473948219616484,0.9,-0.37039031583649906,0.0026473948219616484,0.013236974109808243,0.001910592641388474,tweedie,NA,NA,76,10,1.81,25
300,0.9940828402366864,0.0024156703577743388,NA,0.005329497836684469,0.0026451377655799255,0.012078351788871693,0.0017433599141680176,lasso,0.9887533424000019,0.003272986167166699,76,10,1.81,25
300,0.9923076923076923,0.0038461538461538438,NA,0.005275692307692319,0.00398529158899442,0.019230769230769218,0.002775722448027045,boruta,0.987032,9.029344752896917e-4,76,10,1.81,25
300,0.9107692307692308,0.009860966422066365,NA,-0.013518769230769206,0.009425321470825403,0.04930483211033183,0.007116539522812346,svm,0.924288,0.002688260404053149,76,10,1.81,25
1000,0.8833175070543492,0.007337494352601681,0.9,-0.01668249294565083,0.007337494352601681,0.036687471763008406,0.005295380424564925,fdr,NA,NA,76,10,1.81,25
1000,0.8628755980861245,0.016561925416561044,0.9,-0.03712440191387556,0.016561925416561044,0.08280962708280522,0.01195254012193753,tweedie,NA,NA,76,10,1.81,25
1000,0.9727810650887574,0.008084379302532224,NA,2.985610887506862e-4,0.005411660283501104,0.04042189651266112,0.005834398208185023,lasso,0.9724825040000067,0.006851293505281794,76,10,1.81,25
1000,0.9784615384615385,0.005004928537421313,NA,-0.008446461538461528,0.005230879645893458,0.025024642687106566,0.003611996047943794,boruta,0.986908,0.001071290810191146,76,10,1.81,25
1000,0.9723076923076923,0.007536891516255931,NA,-0.010404307692307668,0.006205403417503527,0.037684457581279654,0.005439282932204211,svm,0.982712,0.003012663937448052,76,10,1.81,25
3000,0.8859550975340449,0.005566820782490279,0.9,-0.014044902465955134,0.005566820782490279,0.027834103912451395,0.004017506846626457,fdr,NA,NA,76,10,1.81,25
3000,0.8394701263648632,0.010408466076616585,0.9,-0.060529873635136844,0.010408466076616585,0.052042330383082924,0.007511663363982092,tweedie,NA,NA,76,10,1.81,25
3000,0.984378698224852,0.007099605454187287,NA,7.166838248453011e-4,0.0033093390581767426,0.035498027270936434,0.005123698900143957,lasso,0.9836620144000068,0.004631826204912737,76,10,1.81,25
3000,0.9876923076923076,0.0036622709889963306,NA,0.0018803076923077189,0.0035059028577709094,0.018311354944981654,0.0026430164266779857,boruta,0.985812,0.0011465211147932111,76,10,1.81,25
3000,0.9507692307692308,0.009556228283889344,NA,-0.0024187692307692066,0.007967956301912764,0.04778114141944672,0.006896613715176286,svm,0.953188,0.003281987812286942,76,10,1.81,25
10000,0.8859346092503987,0.004518312314724765,0.9,-0.014065390749601336,0.004518312314724765,0.022591561573623825,0.0032608110389864306,fdr,NA,NA,76,10,1.81,25
10000,0.8335658201447675,0.010983878841031355,0.9,-0.06643417985523248,0.010983878841031355,0.05491939420515678,0.00792693175701961,tweedie,NA,NA,76,10,1.81,25
10000,0.9924260355029586,0.002827882401265923,NA,0.008210587502955646,0.0032613852741323673,0.014139412006329616,0.0020408483320093576,lasso,0.9842154480000029,0.003973417112718444,76,10,1.81,25
10000,0.9861538461538462,0.004374031310059479,NA,0.0021258461538461405,0.004159533757630517,0.021870156550297396,0.003156685192883365,boruta,0.984028,0.0011532926775107903,76,10,1.81,25
10000,0.8661538461538462,0.012387561363262734,NA,0.014889846153846196,0.012087922165210586,0.06193780681631367,0.008939952359603433,svm,0.851264,0.003339051162630888,76,10,1.81,25
