p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.8083333333333333,0.06295031774668951,NA,NA,NA,0.17805038622612807,0.047585967345781806,fdr,NA,NA,30,3,1.3,10
100,0.5966666666666667,0.02691499599855431,NA,NA,NA,0.08511269056974961,0.020061253555634092,tweedie,NA,NA,30,3,1.3,10
100,0.768,0.06546924638501822,NA,0.030913308000000632,0.03920891132914184,0.20703193527140257,0.04879789511752771,lasso,0.7370866919999994,0.04350621640964851,30,3,1.3,10
100,0.7100000000000001,0.060461190490723515,NA,0.016260000000000007,0.04225475962671082,0.19119507199599983,0.045065110645940556,boruta,0.69374,0.023810320824755333,30,3,1.3,10
100,0.79,0.056666666666666664,NA,0.12838000000000002,0.03873297418077896,0.17919573407620817,0.042236839574996035,svm,0.66162,0.030988509698488775,30,3,1.3,10
300,0.8888888888888888,0.027216552697590875,NA,NA,NA,0.05443310539518175,0.02222222222222223,fdr,NA,NA,30,3,1.3,10
300,0.7573333333333333,0.03888825396307086,NA,NA,NA,0.12297545675037343,0.028985593129234016,tweedie,NA,NA,30,3,1.3,10
300,0.5900000000000001,0.04611579628139003,NA,-0.08927400600000046,0.04802637337264739,0.14583095236151572,0.03437268510724005,lasso,0.6792740060000005,0.04420303440308178,30,3,1.3,10
300,0.6444444444444445,0.047466687473986295,NA,0.011066666666666725,0.03956863235779913,0.14240006242195888,0.03560001560548972,boruta,0.6333777777777778,0.02661042912603262,30,3,1.3,10
300,0.6,0.0421637021355784,NA,-0.03818999999999999,0.028277236427911412,0.13333333333333336,0.031426968052735454,svm,0.63819,0.03546268602348107,30,3,1.3,10
1000,0.9333333333333333,0,NA,NA,NA,0,0,fdr,NA,NA,30,3,1.3,10
1000,0.75,0.04003759807055438,NA,NA,NA,0.12011279421166314,0.030028198552915785,tweedie,NA,NA,30,3,1.3,10
1000,0.5740000000000001,0.05068859174738763,NA,-0.022814575999999375,0.03297449059876206,0.1602914013081592,0.03778104561029787,lasso,0.5968145759999994,0.0504960532937753,30,3,1.3,10
1000,0.6666666666666667,0.04082482904638631,NA,0.048855555555555596,0.02896060595931764,0.12247448713915893,0.030618621784789732,boruta,0.6178111111111111,0.027303405589598595,30,3,1.3,10
1000,0.62,0.059254629448770586,NA,0.04574000000000002,0.039519042386058786,0.18737959096740261,0.044165793143003985,svm,0.57426,0.023350927652284446,30,3,1.3,10
3000,0.9555555555555556,0.02222222222222222,NA,NA,NA,0.03849001794597504,0.01924500897298752,fdr,NA,NA,30,3,1.3,10
3000,0.7556296296296297,0.053882681751890295,NA,NA,NA,0.17039200077396507,0.040161779735738055,tweedie,NA,NA,30,3,1.3,10
3000,0.522,0.042734321361432924,NA,-0.061590712000000034,0.02666809489735647,0.1351377897637157,0.0318522825121618,lasso,0.583590712,0.04675630153738011,30,3,1.3,10
3000,0.55,0.05000000000000001,NA,-0.013159999999999995,0.047518427302819424,0.158113883008419,0.0372677996249965,boruta,0.56316,0.02141652632898249,30,3,1.3,10
3000,0.5700000000000001,0.044845413490245706,NA,0.002140000000000025,0.038735379177181166,0.14181364924121767,0.033425797681091836,svm,0.56786,0.015127114728195865,30,3,1.3,10
10000,0.9555555555555556,0.02222222222222222,NA,NA,NA,0.03849001794597504,0.01924500897298752,fdr,NA,NA,30,3,1.3,10
10000,0.8273611111111111,0.03992558342634653,NA,NA,NA,0.12625578053832454,0.029758772860883274,tweedie,NA,NA,30,3,1.3,10
10000,0.508,0.0557932692077538,NA,-0.04516780800000046,0.044278985839235646,0.17643380880344017,0.04158584754516111,lasso,0.5531678080000004,0.0356692403348089,30,3,1.3,10
10000,0.52,0.05537749241945384,NA,-0.031149999999999966,0.04372158696418357,0.17511900715418266,0.04127594582445936,boruta,0.55115,0.018903834120210752,30,3,1.3,10
10000,0.54,0.026666666666666672,NA,0.010020000000000029,0.026574983223575772,0.0843274042711568,0.019876159799998138,svm,0.52998,0.008469996720450616,30,3,1.3,10
