p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,1.2,0.3265986323710904,0.7,0.14491376746189438,fdr,76,10,0.5,10
100,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,76,10,0.5,10
100,TRUE,2.6,0.5811865258054231,0.9,0.09486832980505137,tweedie,76,10,0.5,10
100,FALSE,1.3,0.36666666666666664,0.8,0.12649110640673517,tweedie,76,10,0.5,10
100,TRUE,4.6,0.77746025264604,1,0,lasso,76,10,0.5,10
100,FALSE,13.7,3.5498043764566956,0.9,0.09486832980505137,lasso,76,10,0.5,10
100,TRUE,1.9,0.37859388972001823,1,0,boruta,76,10,0.5,10
100,FALSE,2.3,0.36666666666666664,1,0,boruta,76,10,0.5,10
100,TRUE,1.2,0.13333333333333333,1,0,svm,76,10,0.5,10
100,FALSE,0.8,0.13333333333333333,0.8,0.12649110640673517,svm,76,10,0.5,10
300,TRUE,0.3,0.21343747458109494,0.2,0.1264911064067352,fdr,76,10,0.5,10
300,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,76,10,0.5,10
300,TRUE,2.1,0.5666666666666667,0.7,0.14491376746189438,tweedie,76,10,0.5,10
300,FALSE,2.2,0.41633319989322654,0.9,0.09486832980505137,tweedie,76,10,0.5,10
300,TRUE,3.3,0.5783117190965824,1,0,lasso,76,10,0.5,10
300,FALSE,14.3,3.7209616439242628,0.8,0.12649110640673517,lasso,76,10,0.5,10
300,TRUE,1.7,0.36666666666666664,0.9,0.09486832980505137,boruta,76,10,0.5,10
300,FALSE,4.4,0.26666666666666666,1,0,boruta,76,10,0.5,10
300,TRUE,1,0.21081851067789192,0.8,0.12649110640673517,svm,76,10,0.5,10
300,FALSE,2,0.21081851067789192,1,0,svm,76,10,0.5,10
1000,TRUE,0.7,0.3,0.4,0.15491933384829668,fdr,76,10,0.5,10
1000,FALSE,0.3,0.21343747458109494,0.2,0.1264911064067352,fdr,76,10,0.5,10
1000,TRUE,1.4,0.339934634239519,0.8,0.12649110640673517,tweedie,76,10,0.5,10
1000,FALSE,1,0.2981423969999719,0.7,0.14491376746189438,tweedie,76,10,0.5,10
1000,TRUE,2.3,0.5385164807134504,0.8,0.12649110640673517,lasso,76,10,0.5,10
1000,FALSE,8.1,2.34022790912908,1,0,lasso,76,10,0.5,10
1000,TRUE,1.2,0.3590109871423003,0.7,0.14491376746189438,boruta,76,10,0.5,10
1000,FALSE,4.2,0.8273115763993903,0.9,0.09486832980505137,boruta,76,10,0.5,10
1000,TRUE,1.8,0.3265986323710904,0.9,0.09486832980505137,svm,76,10,0.5,10
1000,FALSE,8.2,0.3265986323710904,1,0,svm,76,10,0.5,10
3000,TRUE,0,0,0,0,fdr,76,10,0.5,10
3000,FALSE,0,0,0,0,fdr,76,10,0.5,10
3000,TRUE,0.4,0.22110831935702663,0.3,0.14491376746189438,tweedie,76,10,0.5,10
3000,FALSE,0.7,0.3,0.5,0.15811388300841897,tweedie,76,10,0.5,10
3000,TRUE,1.4,0.3711842908553348,0.7,0.14491376746189438,lasso,76,10,0.5,10
3000,FALSE,22.4,3.3373309362090207,0.9,0.09486832980505137,lasso,76,10,0.5,10
3000,TRUE,0.8,0.29059326290271154,0.5,0.15811388300841897,boruta,76,10,0.5,10
3000,FALSE,6.6,0.8589399151150083,1,0,boruta,76,10,0.5,10
3000,TRUE,1.4,0.4268749491621899,0.6,0.15491933384829668,svm,76,10,0.5,10
3000,FALSE,28.6,0.4268749491621899,1,0,svm,76,10,0.5,10
10000,TRUE,0,0,0,0,fdr,76,10,0.5,10
10000,FALSE,0,0,0,0,fdr,76,10,0.5,10
10000,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,tweedie,76,10,0.5,10
10000,FALSE,0.9,0.4818944098266987,0.3,0.14491376746189438,tweedie,76,10,0.5,10
10000,TRUE,0.9,0.40688518719112343,0.5,0.15811388300841897,lasso,76,10,0.5,10
10000,FALSE,16.4,4.942334131426837,1,0,lasso,76,10,0.5,10
10000,TRUE,0.3,0.21343747458109494,0.2,0.1264911064067352,boruta,76,10,0.5,10
10000,FALSE,7.5,1.3017082793177754,0.9,0.09486832980505137,boruta,76,10,0.5,10
10000,TRUE,1.8,0.5333333333333333,0.9,0.09486832980505137,svm,76,10,0.5,10
10000,FALSE,98.2,0.5333333333333333,1,0,svm,76,10,0.5,10
