p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,1.6,0.339934634239519,0.8,0.12649110640673517,fdr,30,3,1.3,10
100,FALSE,0.3,0.21343747458109494,0.2,0.1264911064067352,fdr,30,3,1.3,10
100,TRUE,1.6,0.22110831935702663,0.9,0.09486832980505137,tweedie,30,3,1.3,10
100,FALSE,1.8,0.3265986323710904,0.9,0.09486832980505137,tweedie,30,3,1.3,10
100,TRUE,1.3,0.2603416558635551,0.8,0.12649110640673517,lasso,30,3,1.3,10
100,FALSE,2.9,0.8491826135237996,0.7,0.14491376746189438,lasso,30,3,1.3,10
100,TRUE,1.6,0.22110831935702663,1,0,boruta,30,3,1.3,10
100,FALSE,2.2,0.3265986323710904,1,0,boruta,30,3,1.3,10
100,TRUE,0.9,0.17950549357115014,0.8,0.12649110640673517,svm,30,3,1.3,10
100,FALSE,1.1,0.17950549357115014,0.9,0.09486832980505137,svm,30,3,1.3,10
300,TRUE,0.8,0.38873012632302,0.4,0.15491933384829668,fdr,30,3,1.3,10
300,FALSE,0,0,0,0,fdr,30,3,1.3,10
300,TRUE,2,0.3333333333333333,0.9,0.09486832980505137,tweedie,30,3,1.3,10
300,FALSE,1.7,0.3958114029012639,0.8,0.12649110640673517,tweedie,30,3,1.3,10
300,TRUE,1.3,0.334995854037363,0.7,0.14491376746189438,lasso,30,3,1.3,10
300,FALSE,5.7,1.422439219556791,0.9,0.09486832980505137,lasso,30,3,1.3,10
300,TRUE,1.4,0.30550504633038933,0.8,0.12649110640673517,boruta,30,3,1.3,10
300,FALSE,3.6,0.6359594676112971,0.9,0.09486832980505137,boruta,30,3,1.3,10
300,TRUE,0.9,0.2333333333333333,0.7,0.14491376746189438,svm,30,3,1.3,10
300,FALSE,2.1,0.2333333333333333,1,0,svm,30,3,1.3,10
1000,TRUE,0.2,0.19999999999999998,0.1,0.09486832980505139,fdr,30,3,1.3,10
1000,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,30,3,1.3,10
1000,TRUE,1.6,0.3711842908553348,0.8,0.12649110640673517,tweedie,30,3,1.3,10
1000,FALSE,2.6,0.9333333333333332,0.7,0.14491376746189438,tweedie,30,3,1.3,10
1000,TRUE,0.5,0.26874192494328497,0.3,0.14491376746189438,lasso,30,3,1.3,10
1000,FALSE,1.5,0.8595864638818418,0.3,0.14491376746189438,lasso,30,3,1.3,10
1000,TRUE,0.9,0.2333333333333333,0.7,0.14491376746189438,boruta,30,3,1.3,10
1000,FALSE,5.7,0.8306623862918074,0.9,0.09486832980505137,boruta,30,3,1.3,10
1000,TRUE,1.1,0.27688746209726917,0.7,0.14491376746189438,svm,30,3,1.3,10
1000,FALSE,8.9,0.27688746209726917,1,0,svm,30,3,1.3,10
3000,TRUE,0.4,0.22110831935702663,0.3,0.14491376746189438,fdr,30,3,1.3,10
3000,FALSE,0,0,0,0,fdr,30,3,1.3,10
3000,TRUE,1.6,0.339934634239519,0.9,0.09486832980505137,tweedie,30,3,1.3,10
3000,FALSE,2.2,0.8406346808612327,0.6,0.15491933384829668,tweedie,30,3,1.3,10
3000,TRUE,0.4,0.22110831935702663,0.3,0.14491376746189438,lasso,30,3,1.3,10
3000,FALSE,3.6,1.6546231527987807,0.5,0.15811388300841897,lasso,30,3,1.3,10
3000,TRUE,0.9,0.31446603773522014,0.6,0.15491933384829668,boruta,30,3,1.3,10
3000,FALSE,7.5,0.7187952884282608,1,0,boruta,30,3,1.3,10
3000,TRUE,1.5,0.30731814857642953,0.9,0.09486832980505137,svm,30,3,1.3,10
3000,FALSE,28.5,0.30731814857642953,1,0,svm,30,3,1.3,10
10000,TRUE,0.3,0.15275252316519466,0.3,0.14491376746189438,fdr,30,3,1.3,10
10000,FALSE,0,0,0,0,fdr,30,3,1.3,10
10000,TRUE,1.2,0.24944382578492943,0.8,0.12649110640673517,tweedie,30,3,1.3,10
10000,FALSE,3.7,1.2827920936595905,0.9,0.09486832980505137,tweedie,30,3,1.3,10
10000,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,lasso,30,3,1.3,10
10000,FALSE,3.4,1.521694961401777,0.6,0.15491933384829668,lasso,30,3,1.3,10
10000,TRUE,0.5,0.16666666666666666,0.5,0.15811388300841897,boruta,30,3,1.3,10
10000,FALSE,9.5,0.6708203932499368,1,0,boruta,30,3,1.3,10
10000,TRUE,1.3,0.2603416558635551,0.9,0.09486832980505137,svm,30,3,1.3,10
10000,FALSE,98.7,0.2603416558635551,1,0,svm,30,3,1.3,10
