p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,0,0,0,0,fdr,30,3,0.5,10
100,FALSE,0.4,0.26666666666666666,0.2,0.1264911064067352,fdr,30,3,0.5,10
100,TRUE,0.7,0.21343747458109494,0.6,0.15491933384829668,tweedie,30,3,0.5,10
100,FALSE,3.4,0.5811865258054231,1,0,tweedie,30,3,0.5,10
100,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,lasso,30,3,0.5,10
100,FALSE,1.3,0.7753135566408671,0.5,0.15811388300841897,lasso,30,3,0.5,10
100,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,boruta,30,3,0.5,10
100,FALSE,2.3,0.5587684871413403,0.8,0.12649110640673517,boruta,30,3,0.5,10
100,TRUE,0.4,0.1632993161855452,0.4,0.15491933384829668,svm,30,3,0.5,10
100,FALSE,1.6,0.1632993161855452,1,0,svm,30,3,0.5,10
300,TRUE,0,0,0,0,fdr,30,3,0.5,10
300,FALSE,0,0,0,0,fdr,30,3,0.5,10
300,TRUE,0.5,0.22360679774997896,0.4,0.15491933384829668,tweedie,30,3,0.5,10
300,FALSE,2.4,0.5206833117271102,0.9,0.09486832980505137,tweedie,30,3,0.5,10
300,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,lasso,30,3,0.5,10
300,FALSE,2.5,0.991631652042901,0.5,0.15811388300841897,lasso,30,3,0.5,10
300,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,boruta,30,3,0.5,10
300,FALSE,3.4,0.5617433182117572,0.9,0.09486832980505137,boruta,30,3,0.5,10
300,TRUE,0.3,0.15275252316519466,0.3,0.14491376746189438,svm,30,3,0.5,10
300,FALSE,2.7,0.15275252316519466,1,0,svm,30,3,0.5,10
1000,TRUE,0,0,0,0,fdr,30,3,0.5,10
1000,FALSE,0,0,0,0,fdr,30,3,0.5,10
1000,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,tweedie,30,3,0.5,10
1000,FALSE,2.6,0.49888765156985887,0.9,0.09486832980505137,tweedie,30,3,0.5,10
1000,TRUE,0,0,0,0,lasso,30,3,0.5,10
1000,FALSE,0.6,0.30550504633038933,0.4,0.15491933384829668,lasso,30,3,0.5,10
1000,TRUE,0,0,0,0,boruta,30,3,0.5,10
1000,FALSE,4.8,0.771722460186015,1,0,boruta,30,3,0.5,10
1000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,svm,30,3,0.5,10
1000,FALSE,9.9,0.09999999999999999,1,0,svm,30,3,0.5,10
3000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,30,3,0.5,10
3000,FALSE,0.3,0.3,0.1,0.09486832980505139,fdr,30,3,0.5,10
3000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,tweedie,30,3,0.5,10
3000,FALSE,2.3,0.42295258468165065,0.9,0.09486832980505137,tweedie,30,3,0.5,10
3000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,lasso,30,3,0.5,10
3000,FALSE,1.6,1.0666666666666667,0.5,0.15811388300841897,lasso,30,3,0.5,10
3000,TRUE,0.2,0.13333333333333333,0.2,0.1264911064067352,boruta,30,3,0.5,10
3000,FALSE,8.2,0.771722460186015,1,0,boruta,30,3,0.5,10
3000,TRUE,0.3,0.15275252316519466,0.3,0.14491376746189438,svm,30,3,0.5,10
3000,FALSE,29.7,0.15275252316519466,1,0,svm,30,3,0.5,10
10000,TRUE,0,0,0,0,fdr,30,3,0.5,10
10000,FALSE,0,0,0,0,fdr,30,3,0.5,10
10000,TRUE,0,0,0,0,tweedie,30,3,0.5,10
10000,FALSE,2.7,0.36666666666666664,1,0,tweedie,30,3,0.5,10
10000,TRUE,0,0,0,0,lasso,30,3,0.5,10
10000,FALSE,3.2,1.2274635093014645,0.7,0.14491376746189438,lasso,30,3,0.5,10
10000,TRUE,0,0,0,0,boruta,30,3,0.5,10
10000,FALSE,9.4,1.2310790208412925,1,0,boruta,30,3,0.5,10
10000,TRUE,0.1,0.09999999999999999,0.1,0.09486832980505139,svm,30,3,0.5,10
10000,FALSE,99.9,0.09999999999999999,1,0,svm,30,3,0.5,10
