p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims,correlated
100,0.8333333333333334,0.16666666666666666,NA,NA,NA,0.28867513459481287,0.14433756729740643,fdr,NA,NA,10,1,0.9,100,no
100,0.7330733722060253,0.017471956367544225,NA,NA,NA,0.17296354359320398,0.01241805872661756,tweedie,NA,NA,10,1,0.9,100,no
100,0.5175,0.02226306221960356,NA,0.014962258400000027,0.02246064672425373,0.2226306221960356,0.015821669378296686,lasso,0.5025377416,0.0023695486504993653,10,1,0.9,100,no
100,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.9,100,no
100,0.53,0.024173196609952815,NA,0.026604000000000003,0.024293836725982308,0.24173196609952816,0.017179142779489846,svm,0.503396,0.001876488726156898,10,1,0.9,100,no
300,1,0,NA,NA,NA,0,0,fdr,NA,NA,10,1,0.9,100,no
300,0.7184484126984126,0.015406829616838449,NA,NA,NA,0.1540682961683845,0.010949157036929308,tweedie,NA,NA,10,1,0.9,100,no
300,0.4775,0.021568835074353147,NA,-0.022431358399999966,0.021479668179770373,0.21568835074353146,0.015328303629360357,lasso,0.49993135839999997,4.712656951913077e-4,10,1,0.9,100,no
300,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.9,100,no
300,0.475,0.023164977047607054,NA,-0.026708999999999997,0.022923067914573773,0.23164977047607055,0.016462632336370325,svm,0.501709,9.933476661565103e-4,10,1,0.9,100,no
1000,1,0,NA,NA,NA,0,0,fdr,NA,NA,10,1,0.9,100,no
1000,0.6562035187035187,0.012997401389503144,NA,NA,NA,0.12997401389503144,0.009236850956678255,tweedie,NA,NA,10,1,0.9,100,no
1000,0.52375,0.02375,NA,0.023783124600000014,0.02364513690551227,0.2375,0.01687839004481916,lasso,0.4999668754,4.666471561011521e-4,10,1,0.9,100,no
1000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.9,100,no
1000,0.4925,0.02085756166928145,NA,-0.009504999999999998,0.020898529036970304,0.2085756166928145,0.014822823631073756,svm,0.502005,9.688485042783645e-4,10,1,0.9,100,no
3000,1,0,NA,NA,NA,0,0,fdr,NA,NA,10,1,0.9,100,no
3000,0.6396811640286099,0.01004123094177831,NA,NA,NA,0.10041230941778309,0.007135992099597521,tweedie,NA,NA,10,1,0.9,100,no
3000,0.51625,0.025540557467635193,NA,0.017082971000000016,0.0255731233921185,0.25540557467635194,0.018150883827404863,lasso,0.499167029,4.350051703322573e-4,10,1,0.9,100,no
3000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.9,100,no
3000,0.53,0.023645103279345367,NA,0.029300000000000007,0.02356861892389535,0.23645103279345367,0.01680384319152942,svm,0.5007,6.513389472789297e-4,10,1,0.9,100,no
10000,1,0,NA,NA,NA,0,0,fdr,NA,NA,10,1,0.9,100,no
10000,0.6029028233478332,0.007962409275139118,NA,NA,NA,0.07962409275139118,0.005658637871254056,tweedie,NA,NA,10,1,0.9,100,no
10000,0.495,0.025058013496764668,NA,-0.005308329400000038,0.025061759948599348,0.2505801349676467,0.017807954759862608,lasso,0.5003083294,4.923813952517037e-4,10,1,0.9,100,no
10000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.9,100,no
10000,0.5,0.023300843180651058,NA,-0.0014950000000000013,0.023330262541440147,0.2330084318065106,0.01655918819268182,svm,0.501495,5.533540978214203e-4,10,1,0.9,100,no
