p,test_auc,pop_lim_auc,pop_full_auc,test_se,pop_lim_se,pop_full_se,auc_sd,auc_sd_se,bias_l,bias_l_se,bias_f,bias_f_se,n,sig_p,d,nsims
10,0.5528125,0.5548681417999999,0.5855987899999999,0.012807914547145935,0.005353771561654934,0.006281418539968206,0.2561582909429187,0.00906790520381967,-0.002055641799999906,0.01104818531183735,-0.032786289999999975,0.012807501917694562,10,1,1.19,400
30,0.519375,0.526223448,0.5362089728999999,0.013379133528462562,0.0039307924121678274,0.004314272586766822,0.2675826705692512,0.009472323858717383,-0.006848447999999972,0.012807928912059837,-0.016833972899999935,0.013338532120065838,10,1,1.19,400
100,0.52125,0.5127622382500001,0.5156317763000001,0.011858706339230272,0.0026740659462977058,0.002974942168813306,0.23717412678460545,0.008395873077404149,0.00848776174999988,0.01155230383352836,0.005618223699999886,0.012107579248161682,10,1,1.19,400
300,0.5040625,0.5029464469,0.5121347122000001,0.011826206890118856,0.0014095001792441744,0.002642360826484855,0.23652413780237713,0.008372863716853383,0.0011160530999999876,0.011886143213756391,-0.008072212200000047,0.012056510393501405,10,1,1.19,400
1000,0.5221875,0.50174627395,0.5032471706,0.010948504131440304,0.0011657015363955362,0.00145720822825273,0.21897008262880607,0.007751456899722357,0.020441226049999997,0.010858354380538593,0.018940329399999963,0.011010894981766807,10,1,1.19,400
3000,0.4903125,0.50042895585,0.5020245768,0.012023326309646828,2.329883242090575e-4,0.0010329621644117044,0.24046652619293657,0.008512422753067433,-0.010116455849999992,0.012005438910940374,-0.0117120768,0.012101533265255005,10,1,1.19,400
6000,0.5009375,0.50073973585,0.500572417,0.012628480918548771,7.373662444064014e-4,4.5374639804143265e-4,0.2525696183709754,0.008940867571853346,1.9776415000002668e-4,0.012570370661242194,3.6508300000002324e-4,0.012645764435720085,10,1,1.19,400
