p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.8916000000000001,0.008117312496579512,0.9,-0.008399999999999963,0.008117312496579512,0.025669195968539005,0.006050287512320106,fdr,NA,NA,50,10,1.81,10
100,0.5649918939143739,0.00475021418130796,0.9,-0.33500810608562615,0.00475021418130796,0.01502149618656519,0.003540600605696037,tweedie,NA,NA,50,10,1.81,10
100,0.9962962962962962,0.00263503055038389,NA,-0.0014489237037055625,0.002551287777058387,0.008332698243340165,0.001964035811149021,lasso,0.9977452200000019,7.572123630208658e-4,50,10,1.81,10
100,0.9944444444444445,0.0055555555555555575,NA,0.013694444444444454,0.004035687253112941,0.01756820922315767,0.004140866624999613,boruta,0.98075,0.00228853422279171,50,10,1.81,10
100,0.8722222222222222,0.03419663946781368,NA,-0.015257777777777792,0.031508732205733386,0.1081392690418995,0.02548867015069454,svm,0.88748,0.004049987654302165,50,10,1.81,10
300,0.871890909090909,0.011869761567505117,0.9,-0.028109090909090972,0.011869761567505117,0.03753548183644664,0.008847197913885302,fdr,NA,NA,50,10,1.81,10
300,0.6037097413250354,0.04692249344736548,0.9,-0.2962902586749646,0.04692249344736548,0.14838195278800104,0.034973961674032564,tweedie,NA,NA,50,10,1.81,10
300,0.9975308641975309,0.0024691358024691353,NA,-1.5438380247295713e-4,0.002755222683950256,0.007808092988070072,0.0018403851666664937,lasso,0.9976852480000038,7.482558515917384e-4,50,10,1.81,10
300,0.9888888888888889,0.00740740740740741,NA,0.008788888888888869,0.0059479205251405575,0.02342427896421023,0.005521155499999484,boruta,0.9801,0.002536533067003058,50,10,1.81,10
300,0.8555555555555555,0.030089031128281325,NA,-0.053094444444444486,0.026979077360546208,0.095149870953075,0.022427039659981416,svm,0.90865,0.013839550811593082,50,10,1.81,10
1000,0.877055944055944,0.01682487593880474,0.9,-0.02294405594405602,0.01682487593880474,0.053204929316386713,0.012540522104055997,fdr,NA,NA,50,10,1.81,10
1000,0.8325511155511156,0.02286261262478236,0.9,-0.06744888444888442,0.02286261262478236,0.07229792915643281,0.017040785324086084,tweedie,NA,NA,50,10,1.81,10
1000,0.9888888888888889,0.009816346042696758,NA,-0.006003363111115179,0.009456850301407601,0.031042011795302235,0.007316672347377002,lasso,0.9948922520000041,0.0019742988083739192,50,10,1.81,10
1000,0.9888888888888889,0.00740740740740741,NA,0.011918888888888913,0.008480300588986288,0.02342427896421023,0.005521155499999484,boruta,0.97697,0.002732318917452112,50,10,1.81,10
1000,0.9611111111111111,0.023497365815647268,NA,-0.001638888888888923,0.02212871290523355,0.07430519499162551,0.017513902418655698,svm,0.96275,0.007467503673324251,50,10,1.81,10
3000,0.8985818181818181,0.008002438041810842,0.9,-0.001418181818181874,0.008002438041810842,0.02530593104650002,0.005964665149073117,fdr,NA,NA,50,10,1.81,10
3000,0.8323030303030303,0.016288582084886587,0.9,-0.0676969696969697,0.016288582084886587,0.051509019242855746,0.012140792266297223,tweedie,NA,NA,50,10,1.81,10
3000,0.9962962962962962,0.00263503055038389,NA,-5.1867703702901394e-5,8.901361211542487e-4,0.008332698243340165,0.001964035811149021,lasso,0.9963481639999991,0.001968956451750708,50,10,1.81,10
3000,0.9888888888888889,0.00740740740740741,NA,0.014798888888888907,0.008036145615353553,0.02342427896421023,0.005521155499999484,boruta,0.97409,0.004252096215071134,50,10,1.81,10
3000,0.9388888888888889,0.009972527420619456,NA,0.012378888888888839,0.011622990019016942,0.0315359006776415,0.007433083073328581,svm,0.9265100000000001,0.006283478336081065,50,10,1.81,10
10000,0.8629818181818182,0.015060281460820994,0.9,-0.03701818181818184,0.015060281460820994,0.04762479161940224,0.011225271035558529,fdr,NA,NA,50,10,1.81,10
10000,0.7927328005328005,0.023193383149509004,0.9,-0.10726719946719954,0.023193383149509004,0.07334391739741805,0.017287327116833437,tweedie,NA,NA,50,10,1.81,10
10000,0.9925925925925926,0.004938271604938272,NA,-3.6982740740552076e-4,0.005514781304261209,0.015616185976140147,0.0036807703333329883,lasso,0.9929624199999981,0.0024913113150925436,50,10,1.81,10
10000,0.9666666666666667,0.009072184232530292,NA,0.012126666666666652,0.006475376214502264,0.02868876552746236,0.006762006882779832,boruta,0.9545399999999999,0.0051564458043630535,50,10,1.81,10
10000,0.8222222222222222,0.02592592592592593,NA,0.020662222222222214,0.022222133901059045,0.08198497637473577,0.019324044249998187,svm,0.8015599999999999,0.006083003644034205,50,10,1.81,10
