p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,2,0.21081851067789192,1,0,fdr,30,3,1.5,10
100,FALSE,0.2,0.19999999999999998,0.1,0.09486832980505139,fdr,30,3,1.5,10
100,TRUE,2.4,0.22110831935702663,1,0,tweedie,30,3,1.5,10
100,FALSE,1.8,0.4898979485566356,1,0,tweedie,30,3,1.5,10
100,TRUE,2.3,0.3,0.9,0.09486832980505137,lasso,30,3,1.5,10
100,FALSE,5,1.1547005383792515,0.9,0.09486832980505137,lasso,30,3,1.5,10
100,TRUE,2.1,0.27688746209726917,0.9,0.09486832980505137,boruta,30,3,1.5,10
100,FALSE,3.5,0.749073501808141,0.9,0.09486832980505137,boruta,30,3,1.5,10
100,TRUE,1.3,0.21343747458109494,0.9,0.09486832980505137,svm,30,3,1.5,10
100,FALSE,0.7,0.21343747458109494,0.6,0.15491933384829668,svm,30,3,1.5,10
300,TRUE,1.2,0.29059326290271154,0.8,0.12649110640673517,fdr,30,3,1.5,10
300,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,30,3,1.5,10
300,TRUE,2.4,0.22110831935702663,1,0,tweedie,30,3,1.5,10
300,FALSE,2.5,1.0137937550497031,0.6,0.15491933384829668,tweedie,30,3,1.5,10
300,TRUE,1.4,0.30550504633038933,0.8,0.12649110640673517,lasso,30,3,1.5,10
300,FALSE,2.4,0.8589399151150083,0.7,0.14491376746189438,lasso,30,3,1.5,10
300,TRUE,1.5,0.30731814857642953,0.9,0.09486832980505137,boruta,30,3,1.5,10
300,FALSE,3.9,0.4818944098266987,1,0,boruta,30,3,1.5,10
300,TRUE,1.2,0.29059326290271154,0.8,0.12649110640673517,svm,30,3,1.5,10
300,FALSE,1.8,0.29059326290271154,0.9,0.09486832980505137,svm,30,3,1.5,10
1000,TRUE,1.3,0.334995854037363,0.7,0.14491376746189438,fdr,30,3,1.5,10
1000,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,30,3,1.5,10
1000,TRUE,2.6,0.1632993161855452,1,0,tweedie,30,3,1.5,10
1000,FALSE,2,0.5962847939999438,0.7,0.14491376746189438,tweedie,30,3,1.5,10
1000,TRUE,1.1,0.17950549357115014,0.9,0.09486832980505137,lasso,30,3,1.5,10
1000,FALSE,2.5,1.002773930432755,0.6,0.15491933384829668,lasso,30,3,1.5,10
1000,TRUE,1.3,0.15275252316519466,1,0,boruta,30,3,1.5,10
1000,FALSE,5.2,0.7272474743090476,1,0,boruta,30,3,1.5,10
1000,TRUE,1.3,0.21343747458109494,0.9,0.09486832980505137,svm,30,3,1.5,10
1000,FALSE,8.7,0.21343747458109494,1,0,svm,30,3,1.5,10
3000,TRUE,0.8,0.3265986323710904,0.4,0.15491933384829668,fdr,30,3,1.5,10
3000,FALSE,0,0,0,0,fdr,30,3,1.5,10
3000,TRUE,2.2,0.24944382578492943,1,0,tweedie,30,3,1.5,10
3000,FALSE,1.4,0.30550504633038933,0.8,0.12649110640673517,tweedie,30,3,1.5,10
3000,TRUE,0.7,0.3,0.4,0.15491933384829668,lasso,30,3,1.5,10
3000,FALSE,2.3,0.7,0.7,0.14491376746189438,lasso,30,3,1.5,10
3000,TRUE,0.7,0.2603416558635551,0.5,0.15811388300841897,boruta,30,3,1.5,10
3000,FALSE,8.1,1.120019841094096,1,0,boruta,30,3,1.5,10
3000,TRUE,1.6,0.26666666666666666,0.9,0.09486832980505137,svm,30,3,1.5,10
3000,FALSE,28.4,0.26666666666666666,1,0,svm,30,3,1.5,10
10000,TRUE,0.3,0.15275252316519466,0.3,0.14491376746189438,fdr,30,3,1.5,10
10000,FALSE,0,0,0,0,fdr,30,3,1.5,10
10000,TRUE,1.5,0.34156502553198664,0.8,0.12649110640673517,tweedie,30,3,1.5,10
10000,FALSE,1.8,0.5333333333333333,0.7,0.14491376746189438,tweedie,30,3,1.5,10
10000,TRUE,0.5,0.22360679774997896,0.4,0.15491933384829668,lasso,30,3,1.5,10
10000,FALSE,2.1,1.1100550536897806,0.5,0.15811388300841897,lasso,30,3,1.5,10
10000,TRUE,0.8,0.29059326290271154,0.6,0.15491933384829668,boruta,30,3,1.5,10
10000,FALSE,9.1,0.8089774066341063,1,0,boruta,30,3,1.5,10
10000,TRUE,2,0.21081851067789192,1,0,svm,30,3,1.5,10
10000,FALSE,98,0.21081851067789192,1,0,svm,30,3,1.5,10
