p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,1.78,0.1738337764020037,0.69,0.04624932431938871,fdr,50,10,0.7,100,no
100,FALSE,0.16,0.03949172013974524,0.15,0.035707142142714254,fdr,50,10,0.7,100,no
100,TRUE,4.21,0.1603625941925411,0.97,0.017058722109231986,tweedie,50,10,0.7,100,no
100,FALSE,2.25,0.24386409528607728,0.77,0.042083250825001625,tweedie,50,10,0.7,100,no
100,TRUE,3.79,0.21334043548784046,0.89,0.031288975694324025,lasso,50,10,0.7,100,no
100,FALSE,5.04,0.42448304864371034,0.8,0.04,lasso,50,10,0.7,100,no
100,TRUE,2.91,0.1518206012025211,0.94,0.023748684174075843,boruta,50,10,0.7,100,no
100,FALSE,1.98,0.123075077686243,0.92,0.027129319932501065,boruta,50,10,0.7,100,no
100,TRUE,1.14,0.07109532653097146,0.81,0.03923009049186606,svm,50,10,0.7,100,no
100,FALSE,0.86,0.07109532653097146,0.67,0.04702127178203499,svm,50,10,0.7,100,no
300,TRUE,1.08,0.12845625753932777,0.54,0.04983974317750845,fdr,50,10,0.7,100,no
300,FALSE,0.05,0.021904291355759033,0.05,0.021794494717703367,fdr,50,10,0.7,100,no
300,TRUE,3.12,0.16653327995729061,0.95,0.021794494717703377,tweedie,50,10,0.7,100,no
300,FALSE,1.69,0.19781380899801468,0.69,0.04624932431938871,tweedie,50,10,0.7,100,no
300,TRUE,2.23,0.1994208787180692,0.72,0.0448998886412873,lasso,50,10,0.7,100,no
300,FALSE,4.89,0.5395274775114786,0.72,0.0448998886412873,lasso,50,10,0.7,100,no
300,TRUE,2.03,0.1403135018017824,0.88,0.03249615361854384,boruta,50,10,0.7,100,no
300,FALSE,3.5,0.1604916688104892,0.98,0.014000000000000005,boruta,50,10,0.7,100,no
300,TRUE,1.22,0.09054269599465103,0.75,0.04330127018922193,svm,50,10,0.7,100,no
300,FALSE,1.78,0.09054269599465103,0.93,0.02551470164434614,svm,50,10,0.7,100,no
1000,TRUE,0.5,0.08468599159080073,0.35,0.047696960070847276,fdr,50,10,0.7,100,no
1000,FALSE,0.15,0.04578165130223675,0.12,0.03249615361854384,fdr,50,10,0.7,100,no
1000,TRUE,2.01,0.1445962683062077,0.85,0.035707142142714254,tweedie,50,10,0.7,100,no
1000,FALSE,1.52,0.14388547634500953,0.74,0.04386342439892262,tweedie,50,10,0.7,100,no
1000,TRUE,1.04,0.13097921802925666,0.52,0.049959983987187186,lasso,50,10,0.7,100,no
1000,FALSE,3.52,0.44979905726801156,0.67,0.04702127178203499,lasso,50,10,0.7,100,no
1000,TRUE,1.3,0.10200019805882929,0.75,0.04330127018922193,boruta,50,10,0.7,100,no
1000,FALSE,5.08,0.2101851036057926,0.98,0.014000000000000005,boruta,50,10,0.7,100,no
1000,TRUE,1.65,0.10859525446781408,0.88,0.03249615361854384,svm,50,10,0.7,100,no
1000,FALSE,8.35,0.10859525446781408,1,0,svm,50,10,0.7,100,no
3000,TRUE,0.21,0.05373898759633259,0.16,0.03666060555964672,fdr,50,10,0.7,100,no
3000,FALSE,0.04,0.019694638556693237,0.04,0.019595917942265423,fdr,50,10,0.7,100,no
3000,TRUE,1.17,0.09540450828980883,0.71,0.04537620521815371,tweedie,50,10,0.7,100,no
3000,FALSE,1.46,0.14867767318952266,0.66,0.04737087712930804,tweedie,50,10,0.7,100,no
3000,TRUE,0.6,0.09101004495564367,0.36,0.048,lasso,50,10,0.7,100,no
3000,FALSE,4.26,0.5989249628385105,0.61,0.048774993593028795,lasso,50,10,0.7,100,no
3000,TRUE,0.71,0.08444112167838032,0.51,0.04998999899979995,boruta,50,10,0.7,100,no
3000,FALSE,7.55,0.2275805995530579,1,0,boruta,50,10,0.7,100,no
3000,TRUE,1.87,0.13307171302752815,0.84,0.036660605559646724,svm,50,10,0.7,100,no
3000,FALSE,28.13,0.13307171302752815,1,0,svm,50,10,0.7,100,no
10000,TRUE,0.1,0.03015113445777636,0.1,0.030000000000000002,fdr,50,10,0.7,100,no
10000,FALSE,0.02,0.014070529413628968,0.02,0.014,fdr,50,10,0.7,100,no
10000,TRUE,0.5,0.07977240352174655,0.34,0.04737087712930804,tweedie,50,10,0.7,100,no
10000,FALSE,1.26,0.14328046946214593,0.61,0.048774993593028795,tweedie,50,10,0.7,100,no
10000,TRUE,0.22,0.050412440343769724,0.18,0.03841874542459709,lasso,50,10,0.7,100,no
10000,FALSE,3.69,0.5649161911560892,0.66,0.04737087712930804,lasso,50,10,0.7,100,no
10000,TRUE,0.33,0.056951157524973484,0.28,0.0448998886412873,boruta,50,10,0.7,100,no
10000,FALSE,9.09,0.2781958470087742,1,0,boruta,50,10,0.7,100,no
10000,TRUE,2.04,0.11969658611369301,0.93,0.02551470164434614,svm,50,10,0.7,100,no
10000,FALSE,97.96,0.11969658611369301,1,0,svm,50,10,0.7,100,no
