p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.5,10
100,0.681,0.0569384549695633,NA,NA,NA,0.18005520415475326,0.042439418615251426,tweedie,NA,NA,10,1,0.5,10
100,0.525,0.05833333333333333,NA,0.025905381999999928,0.058970777248536624,0.18446619684315546,0.04347909956249591,lasso,0.4990946180000001,9.905230755445705e-4,10,1,0.5,10
100,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.5,10
100,0.5,0.08333333333333333,NA,-0.0011200000000000099,0.08419103515220608,0.26352313834736496,0.06211299937499417,svm,0.50112,0.0016046321835375406,10,1,0.5,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.5,10
300,0.6396666666666666,0.04406630806152064,NA,NA,NA,0.1393499015490445,0.03284508678100238,tweedie,NA,NA,10,1,0.5,10
300,0.4,0.07637626158259733,NA,-0.1008835519999998,0.07602301764049685,0.24152294576982397,0.05692750425533111,lasso,0.5008835519999998,0.0010332957254195324,10,1,0.5,10
300,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.5,10
300,0.475,0.07861650943380503,NA,-0.02879000000000001,0.07807947155160423,0.24860723150293831,0.05859728641591386,svm,0.50379,0.0034501996721606966,10,1,0.5,10
1000,1,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.5,10
1000,0.6968787878787879,0.04965289270633407,NA,NA,NA,0.1570162333679777,0.03700908112362217,tweedie,NA,NA,10,1,0.5,10
1000,0.5,0.07453559924999298,NA,0.0014021920000000855,0.07452856880520299,0.23570226039551584,0.05555555555555556,lasso,0.4985978079999999,0.0012925046042066295,10,1,0.5,10
1000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.5,10
1000,0.525,0.06922186552431729,NA,0.019840000000000003,0.06731490209785976,0.21889875894272828,0.0515949322805742,svm,0.50516,0.004872421255278407,10,1,0.5,10
3000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.5,10
3000,0.6045361509835194,0.020201600080039822,NA,NA,NA,0.06388306863276567,0.015057383677744746,tweedie,NA,NA,10,1,0.5,10
3000,0.5,0.06454972243679027,NA,-0.0028223619999997894,0.06506903890309768,0.2041241452319315,0.048112522432468816,lasso,0.5028223619999997,0.001530301856777708,10,1,0.5,10
3000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.5,10
3000,0.4,0.05527707983925666,NA,-0.10132,0.054956701744797845,0.17480147469502524,0.04120110270608702,svm,0.50132,0.0013396351078641556,10,1,0.5,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,10,1,0.5,10
10000,0.6269025388162467,0.018621867056469288,NA,NA,NA,0.05888751418329833,0.013879920202076417,tweedie,NA,NA,10,1,0.5,10
10000,0.4375,0.09727181274940626,NA,-0.0630266260000002,0.09774790624607456,0.30760048042152915,0.07250212853410104,lasso,0.5005266260000002,0.001759176872616005,10,1,0.5,10
10000,NA,NA,NA,NA,NA,NA,NA,boruta,NA,NA,10,1,0.5,10
10000,0.45,0.06236095644623236,NA,-0.052150000000000016,0.06221136060952927,0.19720265943665388,0.04648111258522643,svm,0.50215,5.033774815075556e-4,10,1,0.5,10
