p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,1.33,0.13930201184853902,0.52,0.049959983987187186,fdr,30,3,1.3,100,block
100,FALSE,0.24,0.1364188440432663,0.06,0.023748684174075833,fdr,30,3,1.3,100,block
100,TRUE,2.28,0.1054858887589839,0.87,0.03363034344160047,tweedie,30,3,1.3,100,block
100,FALSE,3.65,0.6873128762790567,0.83,0.037563279941985904,tweedie,30,3,1.3,100,block
100,TRUE,0.87,0.07338152686370382,0.68,0.0466476151587624,lasso,30,3,1.3,100,block
100,FALSE,2.57,0.2989054105305631,0.66,0.04737087712930804,lasso,30,3,1.3,100,block
100,TRUE,1.53,0.13062012158016145,0.66,0.04737087712930804,boruta,30,3,1.3,100,block
100,FALSE,1.72,0.1741240704761749,0.7,0.045825756949558406,boruta,30,3,1.3,100,block
100,TRUE,1.04,0.0751026233922893,0.74,0.04386342439892262,svm,30,3,1.3,100,block
100,FALSE,0.96,0.0751026233922893,0.7,0.045825756949558406,svm,30,3,1.3,100,block
300,TRUE,1.08,0.13683286273126177,0.41,0.04918333050943175,fdr,30,3,1.3,100,block
300,FALSE,0.12,0.03561863092100634,0.11,0.03128897569432403,fdr,30,3,1.3,100,block
300,TRUE,2.18,0.1234029287670387,0.79,0.0407308237088326,tweedie,30,3,1.3,100,block
300,FALSE,2.38,0.23474895251538547,0.86,0.03469870314579494,tweedie,30,3,1.3,100,block
300,TRUE,0.56,0.07291893935852137,0.44,0.04963869458396343,lasso,30,3,1.3,100,block
300,FALSE,3.16,0.37891924994620946,0.58,0.04935585071701227,lasso,30,3,1.3,100,block
300,TRUE,1.34,0.13274110900622316,0.57,0.04950757517794625,boruta,30,3,1.3,100,block
300,FALSE,4,0.2059714602177749,0.92,0.027129319932501065,boruta,30,3,1.3,100,block
300,TRUE,0.9,0.08703882797784893,0.6,0.04898979485566356,svm,30,3,1.3,100,block
300,FALSE,2.1,0.08703882797784893,0.97,0.017058722109231986,svm,30,3,1.3,100,block
1000,TRUE,0.67,0.11896438648824803,0.26,0.04386342439892262,fdr,30,3,1.3,100,block
1000,FALSE,0.06,0.03711842908553348,0.03,0.01705872210923198,fdr,30,3,1.3,100,block
1000,TRUE,1.9,0.13743685418725535,0.69,0.04624932431938871,tweedie,30,3,1.3,100,block
1000,FALSE,2.56,0.26640896639140615,0.75,0.04330127018922193,tweedie,30,3,1.3,100,block
1000,TRUE,0.42,0.06060303022726894,0.36,0.048,lasso,30,3,1.3,100,block
1000,FALSE,1.79,0.27128389096101796,0.5,0.05,lasso,30,3,1.3,100,block
1000,TRUE,1.11,0.1262473122026122,0.51,0.04998999899979995,boruta,30,3,1.3,100,block
1000,FALSE,5.26,0.23208323132580316,0.98,0.014000000000000005,boruta,30,3,1.3,100,block
1000,TRUE,1.75,0.12742595393943001,0.72,0.0448998886412873,svm,30,3,1.3,100,block
1000,FALSE,8.25,0.12742595393943001,1,0,svm,30,3,1.3,100,block
3000,TRUE,0.32,0.08394322275481593,0.15,0.035707142142714254,fdr,30,3,1.3,100,block
3000,FALSE,0.07,0.029318866956210287,0.06,0.023748684174075833,fdr,30,3,1.3,100,block
3000,TRUE,1.35,0.14025589888385148,0.52,0.049959983987187186,tweedie,30,3,1.3,100,block
3000,FALSE,2.28,0.20844784731559365,0.86,0.03469870314579494,tweedie,30,3,1.3,100,block
3000,TRUE,0.27,0.05290548080293665,0.23,0.042083250825001625,lasso,30,3,1.3,100,block
3000,FALSE,2.47,0.3186001578876894,0.64,0.048,lasso,30,3,1.3,100,block
3000,TRUE,0.66,0.10465913889161975,0.34,0.04737087712930804,boruta,30,3,1.3,100,block
3000,FALSE,6.95,0.26106812455097933,0.99,0.009949874371066205,boruta,30,3,1.3,100,block
3000,TRUE,1.68,0.1317174815637429,0.67,0.04702127178203499,svm,30,3,1.3,100,block
3000,FALSE,28.32,0.1317174815637429,1,0,svm,30,3,1.3,100,block
