p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,8.9,0.31446603773522014,1,0,fdr,76,10,0.9,10
100,FALSE,0.4,0.1632993161855452,0.4,0.15491933384829668,fdr,76,10,0.9,10
100,TRUE,8.5,0.4533823502911814,1,0,tweedie,76,10,0.9,10
100,FALSE,5.4,1.80246744461277,0.7,0.14491376746189438,tweedie,76,10,0.9,10
100,TRUE,7.2,0.41633319989322654,1,0,lasso,76,10,0.9,10
100,FALSE,4.9,2.002498439450078,0.9,0.09486832980505137,lasso,76,10,0.9,10
100,TRUE,7.3,0.36666666666666664,1,0,boruta,76,10,0.9,10
100,FALSE,1.7,0.2603416558635551,1,0,boruta,76,10,0.9,10
100,TRUE,1.9,0.09999999999999999,1,0,svm,76,10,0.9,10
100,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,svm,76,10,0.9,10
300,TRUE,7.8,0.29059326290271154,1,0,fdr,76,10,0.9,10
300,FALSE,0.6,0.1632993161855452,0.6,0.15491933384829668,fdr,76,10,0.9,10
300,TRUE,7.8,0.3590109871423003,1,0,tweedie,76,10,0.9,10
300,FALSE,2.3,0.49553562491061687,1,0,tweedie,76,10,0.9,10
300,TRUE,6.3,0.5587684871413403,1,0,lasso,76,10,0.9,10
300,FALSE,8.7,2.4269322199023193,0.9,0.09486832980505137,lasso,76,10,0.9,10
300,TRUE,6.1,0.4818944098266987,1,0,boruta,76,10,0.9,10
300,FALSE,2.8,0.29059326290271154,1,0,boruta,76,10,0.9,10
300,TRUE,2.3,0.2603416558635551,1,0,svm,76,10,0.9,10
300,FALSE,0.7,0.2603416558635551,0.5,0.15811388300841897,svm,76,10,0.9,10
1000,TRUE,5.8,0.8137703743822469,0.9,0.09486832980505137,fdr,76,10,0.9,10
1000,FALSE,0,0,0,0,fdr,76,10,0.9,10
1000,TRUE,7.5,0.4533823502911814,1,0,tweedie,76,10,0.9,10
1000,FALSE,1.3,0.49553562491061687,0.5,0.15811388300841897,tweedie,76,10,0.9,10
1000,TRUE,4.6,0.541602560309064,1,0,lasso,76,10,0.9,10
1000,FALSE,6.5,2.9335227211589063,0.8,0.12649110640673517,lasso,76,10,0.9,10
1000,TRUE,4.4,0.5206833117271102,1,0,boruta,76,10,0.9,10
1000,FALSE,4.7,0.5587684871413403,1,0,boruta,76,10,0.9,10
1000,TRUE,4.2,0.38873012632302,1,0,svm,76,10,0.9,10
1000,FALSE,5.8,0.38873012632302,1,0,svm,76,10,0.9,10
3000,TRUE,4.7,0.3958114029012639,1,0,fdr,76,10,0.9,10
3000,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,76,10,0.9,10
3000,TRUE,5.8,0.38873012632302,1,0,tweedie,76,10,0.9,10
3000,FALSE,0.8,0.19999999999999998,0.7,0.14491376746189438,tweedie,76,10,0.9,10
3000,TRUE,4.7,0.3958114029012639,1,0,lasso,76,10,0.9,10
3000,FALSE,14.6,3.907826903934092,0.8,0.12649110640673517,lasso,76,10,0.9,10
3000,TRUE,3.6,0.22110831935702663,1,0,boruta,76,10,0.9,10
3000,FALSE,5,0.6831300510639733,1,0,boruta,76,10,0.9,10
3000,TRUE,6.4,0.30550504633038933,1,0,svm,76,10,0.9,10
3000,FALSE,23.6,0.30550504633038933,1,0,svm,76,10,0.9,10
10000,TRUE,3,0.557773351022717,0.9,0.09486832980505137,fdr,76,10,0.9,10
10000,FALSE,0.2,0.13333333333333333,0.2,0.1264911064067352,fdr,76,10,0.9,10
10000,TRUE,4.6,0.45215533220835114,1,0,tweedie,76,10,0.9,10
10000,FALSE,0.9,0.31446603773522014,0.6,0.15491933384829668,tweedie,76,10,0.9,10
10000,TRUE,2.6,0.49888765156985887,1,0,lasso,76,10,0.9,10
10000,FALSE,7.3,3.791950538824167,0.5,0.15811388300841897,lasso,76,10,0.9,10
10000,TRUE,2.4,0.4268749491621899,0.9,0.09486832980505137,boruta,76,10,0.9,10
10000,FALSE,8.6,0.5811865258054231,1,0,boruta,76,10,0.9,10
10000,TRUE,5.5,0.34156502553198664,1,0,svm,76,10,0.9,10
10000,FALSE,94.5,0.34156502553198664,1,0,svm,76,10,0.9,10
