p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.06673653125762939,0.0014210312747488555,fdr,76,10,0.1,10
100,0.013105034828186035,1.6280646114466972e-4,tweedie,76,10,0.1,10
100,2.7940078735351563,0.05223378728529005,lasso,76,10,0.1,10
100,1.1150332689285278,0.03482741185305662,boruta,76,10,0.1,10
100,1.3265528917312621,0.00700751060880151,svm,76,10,0.1,10
300,0.19037866592407227,0.002204580714681926,fdr,76,10,0.1,10
300,0.019716691970825196,0.0010246525720454093,tweedie,76,10,0.1,10
300,2.7690115690231325,0.003989730970545336,lasso,76,10,0.1,10
300,1.6293113231658936,0.06666207758280819,boruta,76,10,0.1,10
300,2.514597511291504,0.022664806401326624,svm,76,10,0.1,10
1000,0.6321045875549316,0.0029764823264578502,fdr,76,10,0.1,10
1000,0.041518664360046385,0.0013853253214252622,tweedie,76,10,0.1,10
1000,2.91190881729126,0.0064183858125188035,lasso,76,10,0.1,10
1000,3.877602195739746,0.019157506203473087,boruta,76,10,0.1,10
1000,6.057140517234802,0.027301317410829584,svm,76,10,0.1,10
3000,1.8784159898757935,0.019919960864256188,fdr,76,10,0.1,10
3000,0.10878293514251709,0.0029821372994222268,tweedie,76,10,0.1,10
3000,5.956865358352661,0.06691682859605355,lasso,76,10,0.1,10
3000,9.624001789093018,0.07818002698096065,boruta,76,10,0.1,10
3000,4.1485990524292,0.08925689191021532,svm,76,10,0.1,10
10000,6.421200966835022,0.06142091572461152,fdr,76,10,0.1,10
10000,0.355927562713623,0.006878225409293221,tweedie,76,10,0.1,10
10000,7.0653996706008915,0.07659095138408309,lasso,76,10,0.1,10
10000,32.93806121349335,0.06959088356429793,boruta,76,10,0.1,10
10000,5.543244028091431,0.09692285395074311,svm,76,10,0.1,10
