p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.7634609250398724,0.00720122922484506,NA,NA,NA,0.02277228630347919,0.005367479356103891,fdr,NA,NA,76,10,1.1,10
100,0.5961196541148394,0.022751960185331134,NA,NA,NA,0.07194801541911307,0.016958309865256378,tweedie,NA,NA,76,10,1.1,10
100,0.9609467455621301,0.005995536155254698,NA,0.008300993562125335,0.009263367572132704,0.018959550044493748,0.00446880880156908,lasso,0.9526457520000048,0.007838916886448034,76,10,1.1,10
100,0.9153846153846155,0.01495115870473154,NA,0.022444615384615417,0.01563924587604322,0.04727971516560455,0.011143935735389144,boruta,0.8929400000000001,0.00810229322818889,76,10,1.1,10
100,0.7653846153846153,0.018534400377949952,NA,-4.553846153846464e-4,0.018613880238711432,0.058610920259807506,0.013814726389097965,svm,0.76584,0.004749671333658535,76,10,1.1,10
300,0.7770110883268778,0.009478926744260485,NA,NA,NA,0.029974998285747522,0.007065174851302404,fdr,NA,NA,76,10,1.1,10
300,0.7104973827342248,0.018278318105739495,NA,NA,NA,0.057801117011231216,0.013623853932932901,tweedie,NA,NA,76,10,1.1,10
300,0.9485207100591716,0.011934161347065762,NA,-0.008550957940828307,0.010282063771276606,0.03773913182067103,0.008895198675496502,lasso,0.9570716679999999,0.0043957605318131285,76,10,1.1,10
300,0.8615384615384616,0.010256410256410263,NA,-0.016501538461538436,0.012844942969698469,0.032433617027368015,0.007644676846153133,boruta,0.8780399999999999,0.0069862118172551585,76,10,1.1,10
300,0.7807692307692308,0.03394410844839417,NA,-0.012200769230769227,0.03143122944908662,0.10734069584068964,0.025300444642078097,svm,0.7929700000000001,0.019372242742875415,76,10,1.1,10
1000,0.787737240829346,0.008447547065427783,NA,NA,NA,0.02671348936822323,0.006296429827141796,fdr,NA,NA,76,10,1.1,10
1000,0.7634899092135934,0.012987864416215059,NA,NA,NA,0.04107123349669271,0.009680582572402499,tweedie,NA,NA,76,10,1.1,10
1000,0.9402366863905325,0.03189477796771821,NA,0.018048086390529718,0.025113221174569638,0.10086014384334592,0.023772963887693507,lasso,0.9221886000000028,0.023709136180822963,76,10,1.1,10
1000,0.8807692307692307,0.02325430403489366,NA,0.007039230769230775,0.023717590584960754,0.07353656615230764,0.017332734863823293,boruta,0.87373,0.009272277078594137,76,10,1.1,10
1000,0.8500000000000001,0.027166179615919345,NA,0.013640000000000018,0.027520310610910134,0.08590700291154335,0.020248474770054932,svm,0.83636,0.0170017201744085,76,10,1.1,10
3000,0.7960609857978279,0.009174208475378963,NA,NA,NA,0.029011394511418306,0.0068380512635673575,fdr,NA,NA,76,10,1.1,10
3000,0.7835581377686641,0.009558590265972573,NA,NA,NA,0.030226916460787998,0.007124552534594157,tweedie,NA,NA,76,10,1.1,10
3000,0.9029585798816568,0.02414381656504829,NA,-0.01292653211834811,0.02000641289857971,0.07634945175485547,0.017995738358577817,lasso,0.9158851120000049,0.013463208833269067,76,10,1.1,10
3000,0.7884615384615385,0.028810519300313142,NA,-0.021138461538461495,0.01958731767768895,0.09110686156123018,0.021474093207523293,boruta,0.8096,0.020868572862880037,76,10,1.1,10
3000,0.7807692307692308,0.019902788072128228,NA,0.01201923076923076,0.030203783136870322,0.06293814209555679,0.014834662357016904,svm,0.76875,0.015476550362115942,76,10,1.1,10
10000,0.822844611528822,0.011946621360768267,NA,NA,NA,0.037778533843647856,0.008904485821376295,fdr,NA,NA,76,10,1.1,10
10000,0.8165726817042607,0.006103664938560185,NA,NA,NA,0.019301483280361877,0.004549403238167551,tweedie,NA,NA,76,10,1.1,10
10000,0.9005917159763314,0.014568982495163238,NA,0.02314355197632787,0.012067606458904527,0.046071167875838884,0.010859078407396501,lasso,0.8774481640000035,0.01574308768561195,76,10,1.1,10
10000,0.8038461538461539,0.02948717948717949,NA,0.016146153846153876,0.02683649626696669,0.093246648953683,0.021978445932690247,boruta,0.7877,0.014781121593287686,76,10,1.1,10
10000,0.6846153846153846,0.030769230769230764,NA,0.0073353846153845995,0.023130403932093382,0.09730085108210397,0.022934030538459382,svm,0.67728,0.010598981083104182,76,10,1.1,10
