p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,6.7,0.5972157622389639,1,0,fdr,76,10,0.8,10
100,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,76,10,0.8,10
100,TRUE,7.4,0.6182412330330469,1,0,tweedie,76,10,0.8,10
100,FALSE,3,1.1450376024878444,0.8,0.12649110640673517,tweedie,76,10,0.8,10
100,TRUE,7,0.3333333333333333,1,0,lasso,76,10,0.8,10
100,FALSE,9.1,2.5185974933151454,1,0,lasso,76,10,0.8,10
100,TRUE,5.8,0.4898979485566356,1,0,boruta,76,10,0.8,10
100,FALSE,1.9,0.348010216963685,0.9,0.09486832980505137,boruta,76,10,0.8,10
100,TRUE,1.6,0.1632993161855452,1,0,svm,76,10,0.8,10
100,FALSE,0.4,0.1632993161855452,0.4,0.15491933384829668,svm,76,10,0.8,10
300,TRUE,4.9,0.458257569495584,1,0,fdr,76,10,0.8,10
300,FALSE,0.2,0.19999999999999998,0.1,0.09486832980505139,fdr,76,10,0.8,10
300,TRUE,6.5,0.47726070210921173,1,0,tweedie,76,10,0.8,10
300,FALSE,1.1,0.4333333333333333,0.5,0.15811388300841897,tweedie,76,10,0.8,10
300,TRUE,5.4,0.6,1,0,lasso,76,10,0.8,10
300,FALSE,13,3.3796778281697533,0.8,0.12649110640673517,lasso,76,10,0.8,10
300,TRUE,4.7,0.5174724898753341,1,0,boruta,76,10,0.8,10
300,FALSE,3.1,0.31446603773522014,1,0,boruta,76,10,0.8,10
300,TRUE,1.8,0.19999999999999998,1,0,svm,76,10,0.8,10
300,FALSE,1.2,0.19999999999999998,0.9,0.09486832980505137,svm,76,10,0.8,10
1000,TRUE,3.3,0.6333333333333332,0.9,0.09486832980505137,fdr,76,10,0.8,10
1000,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,fdr,76,10,0.8,10
1000,TRUE,5.9,0.5666666666666667,1,0,tweedie,76,10,0.8,10
1000,FALSE,1.8,0.6289320754704403,0.6,0.15491933384829668,tweedie,76,10,0.8,10
1000,TRUE,4.6,0.6,1,0,lasso,76,10,0.8,10
1000,FALSE,12,3.608631627393162,0.8,0.12649110640673517,lasso,76,10,0.8,10
1000,TRUE,4,0.3651483716701107,1,0,boruta,76,10,0.8,10
1000,FALSE,4.5,0.40138648595974313,1,0,boruta,76,10,0.8,10
1000,TRUE,3.7,0.334995854037363,1,0,svm,76,10,0.8,10
1000,FALSE,6.3,0.334995854037363,1,0,svm,76,10,0.8,10
3000,TRUE,2.6,0.49888765156985887,0.9,0.09486832980505137,fdr,76,10,0.8,10
3000,FALSE,0.4,0.30550504633038933,0.2,0.1264911064067352,fdr,76,10,0.8,10
3000,TRUE,5,0.7149203529842405,1,0,tweedie,76,10,0.8,10
3000,FALSE,1.4,0.4760952285695233,0.7,0.14491376746189438,tweedie,76,10,0.8,10
3000,TRUE,3.2,0.6289320754704403,0.9,0.09486832980505137,lasso,76,10,0.8,10
3000,FALSE,11.7,4.190067620774951,0.7,0.14491376746189438,lasso,76,10,0.8,10
3000,TRUE,2.5,0.4533823502911814,1,0,boruta,76,10,0.8,10
3000,FALSE,6.2,0.679869268479038,1,0,boruta,76,10,0.8,10
3000,TRUE,5.1,0.5467073155618908,1,0,svm,76,10,0.8,10
3000,FALSE,24.9,0.5467073155618908,1,0,svm,76,10,0.8,10
10000,TRUE,1,0.3944053188733077,0.5,0.15811388300841897,fdr,76,10,0.8,10
10000,FALSE,0,0,0,0,fdr,76,10,0.8,10
10000,TRUE,2.8,0.44221663871405326,0.9,0.09486832980505137,tweedie,76,10,0.8,10
10000,FALSE,0.6,0.26666666666666666,0.4,0.15491933384829668,tweedie,76,10,0.8,10
10000,TRUE,2.1,0.4333333333333333,0.9,0.09486832980505137,lasso,76,10,0.8,10
10000,FALSE,16,4.273952113286561,0.8,0.12649110640673517,lasso,76,10,0.8,10
10000,TRUE,1,0.2581988897471611,0.7,0.14491376746189438,boruta,76,10,0.8,10
10000,FALSE,8.3,1.1455226851626388,1,0,boruta,76,10,0.8,10
10000,TRUE,4,0.4714045207910317,1,0,svm,76,10,0.8,10
10000,FALSE,96,0.4714045207910317,1,0,svm,76,10,0.8,10
