p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.8666666666666667,0.03849001794597504,NA,NA,NA,0.06666666666666665,0.033333333333333326,fdr,NA,NA,30,3,0.7,10
100,0.6395873015873016,0.0352555385271108,NA,NA,NA,0.11148780188148812,0.026277926909994195,tweedie,NA,NA,30,3,0.7,10
100,0.538,0.049121165386103054,NA,0.0011777160000004561,0.04960958128126615,0.15533476394190995,0.036612754979112046,lasso,0.5368222839999995,0.021555610690395494,30,3,0.7,10
100,0.6428571428571428,0.03688555567816588,NA,0.09947142857142856,0.04234566213959603,0.09759000729485333,0.028171808490950558,boruta,0.5433857142857142,0.01979551931710845,30,3,0.7,10
100,0.53,0.055876848714134036,NA,-0.003519999999999984,0.05698444583100433,0.1766981104093143,0.04164814403109181,svm,0.53352,0.019014157298649283,30,3,0.7,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,30,3,0.7,10
300,0.7958730158730158,0.027634247474698916,NA,NA,NA,0.08738716344480484,0.020597351953492896,tweedie,NA,NA,30,3,0.7,10
300,0.47200000000000003,0.0405736641458745,NA,-0.045083174000000226,0.04309070464666018,0.1283051917196737,0.030241823708807115,lasso,0.5170831740000003,0.01759004966991711,30,3,0.7,10
300,0.5555555555555556,0.04444444444444446,NA,0.03345555555555557,0.05425367655517079,0.1333333333333334,0.03333333333333335,boruta,0.5221,0.015796887879157295,30,3,0.7,10
300,0.5,0.053748384988657,NA,-0.025159999999999995,0.057078725750785056,0.16996731711975951,0.04006168083848878,svm,0.5251600000000001,0.013207020018830043,30,3,0.7,10
1000,0.9666666666666667,0.033333333333333326,NA,NA,NA,0.04714045207910316,0.033333333333333326,fdr,NA,NA,30,3,0.7,10
1000,0.7982222222222223,0.03975583918081963,NA,NA,NA,0.1257190021027527,0.02963225297028742,tweedie,NA,NA,30,3,0.7,10
1000,0.55,0.05736820644844243,NA,0.02818444000000033,0.0564342583904715,0.18141419765583705,0.04275973645531969,lasso,0.5218155599999996,0.013790828839576347,30,3,0.7,10
1000,0.51,0.04333333333333335,NA,-0.011619999999999991,0.041516488826060974,0.13703203194062982,0.03229875967499698,boruta,0.52162,0.009129741386138918,30,3,0.7,10
1000,0.49,0.05859465277082315,NA,-0.020910000000000012,0.0572605302300129,0.18529256146249728,0.04367387557118566,svm,0.51091,0.004797162355670973,30,3,0.7,10
3000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,30,3,0.7,10
3000,0.8297777777777777,0.038466061145928425,NA,NA,NA,0.12164036583644036,0.028670909182986478,tweedie,NA,NA,30,3,0.7,10
3000,0.508,0.045626503019383126,NA,0.007499802000000055,0.045697475247547865,0.14428367120980037,0.03400798744231336,lasso,0.5005001979999999,0.0015580396515522243,30,3,0.7,10
3000,0.49,0.034801021696368506,NA,-0.00879000000000001,0.03452805123696127,0.1100504934614612,0.025939150066508345,boruta,0.49879,0.0017472804265168441,30,3,0.7,10
3000,0.54,0.02666666666666666,NA,0.02597000000000001,0.027891970369823486,0.08432740427115677,0.01987615979999813,svm,0.51403,0.004561409382587314,30,3,0.7,10
10000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,30,3,0.7,10
10000,0.8438271604938271,0.032400057955582,NA,NA,NA,0.097200173866746,0.0243000434666865,tweedie,NA,NA,30,3,0.7,10
10000,0.5900000000000001,0.06305200675280331,NA,0.09363256800000001,0.06322920233878619,0.19938795238317572,0.046996191072348,lasso,0.496367432,0.002211371007431591,30,3,0.7,10
10000,0.44,0.05811865258054232,NA,-0.06011999999999999,0.05888380988579684,0.18378731669453632,0.04331908597692874,boruta,0.50012,0.0013386394419542403,30,3,0.7,10
10000,0.48,0.06289320754704403,NA,-0.02124000000000001,0.061945173249324983,0.19888578520235065,0.046877829132731086,svm,0.50124,0.0014314095617025055,30,3,0.7,10
