p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.06150386333465576,0.0016052576096662653,fdr,30,3,0.5,10
100,0.013936400413513184,3.402264464456106e-4,tweedie,30,3,0.5,10
100,2.0962317943573,0.011608042415864073,lasso,30,3,0.5,10
100,0.5503497362136841,0.03280592598133078,boruta,30,3,0.5,10
100,0.9447548627853394,0.010825456878441464,svm,30,3,0.5,10
300,0.17734248638153077,0.0025746252482729748,fdr,30,3,0.5,10
300,0.024770164489746095,0.001340908392801378,tweedie,30,3,0.5,10
300,2.1491869926452636,0.0332822043424251,lasso,30,3,0.5,10
300,0.8440645217895508,0.05019199905868802,boruta,30,3,0.5,10
300,1.914700484275818,0.028782782264314796,svm,30,3,0.5,10
1000,0.5794455528259277,0.005324190966671807,fdr,30,3,0.5,10
1000,0.044173669815063474,0.0019204630575813605,tweedie,30,3,0.5,10
1000,2.204998326301575,0.02162734967709872,lasso,30,3,0.5,10
1000,1.9702646732330322,0.05425379134996638,boruta,30,3,0.5,10
1000,4.426894354820251,0.056207432435126756,svm,30,3,0.5,10
3000,1.6681695461273194,0.0251711482129956,fdr,30,3,0.5,10
3000,0.11502399444580078,0.0023287266507266936,tweedie,30,3,0.5,10
3000,5.134472179412842,0.0411285502704505,lasso,30,3,0.5,10
3000,4.894131135940552,0.06380532396985913,boruta,30,3,0.5,10
3000,3.301055121421814,0.04740231465262144,svm,30,3,0.5,10
10000,5.810361695289612,0.08430211234028859,fdr,30,3,0.5,10
10000,0.40809903144836424,0.010352335090616933,tweedie,30,3,0.5,10
10000,6.189762043952942,0.07312317244242222,lasso,30,3,0.5,10
10000,17.07536735534668,0.08587563770890469,boruta,30,3,0.5,10
10000,4.736027121543884,0.03299147417124251,svm,30,3,0.5,10
