p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,0.05,0.021904291355759033,0.05,0.021794494717703367,fdr,10,1,1.81,100,no
100,FALSE,0.01,0.01,0.01,0.0099498743710662,fdr,10,1,1.81,100,no
100,TRUE,0.47,0.05016135580465919,0.47,0.04990991885387112,tweedie,10,1,1.81,100,no
100,FALSE,3.13,0.2584550055599425,0.93,0.02551470164434614,tweedie,10,1,1.81,100,no
100,TRUE,0.11,0.031446603773522014,0.11,0.03128897569432403,lasso,10,1,1.81,100,no
100,FALSE,1.15,0.14025589888385148,0.55,0.049749371855330994,lasso,10,1,1.81,100,no
100,TRUE,0,0,0,0,boruta,10,1,1.81,100,no
100,FALSE,0,0,0,0,boruta,10,1,1.81,100,no
100,TRUE,0.21,0.040936018074033236,0.21,0.0407308237088326,svm,10,1,1.81,100,no
100,FALSE,1.79,0.040936018074033236,1,0,svm,10,1,1.81,100,no
300,TRUE,0.01,0.01,0.01,0.0099498743710662,fdr,10,1,1.81,100,no
300,FALSE,0.01,0.01,0.01,0.0099498743710662,fdr,10,1,1.81,100,no
300,TRUE,0.43,0.049756985195624305,0.43,0.04950757517794625,tweedie,10,1,1.81,100,no
300,FALSE,3.91,0.20942200399570185,0.99,0.009949874371066205,tweedie,10,1,1.81,100,no
300,TRUE,0.04,0.019694638556693237,0.04,0.019595917942265423,lasso,10,1,1.81,100,no
300,FALSE,1.22,0.13071674983286835,0.64,0.048,lasso,10,1,1.81,100,no
300,TRUE,0,0,0,0,boruta,10,1,1.81,100,no
300,FALSE,0,0,0,0,boruta,10,1,1.81,100,no
300,TRUE,0.13,0.033799766898963114,0.13,0.03363034344160047,svm,10,1,1.81,100,no
300,FALSE,2.87,0.033799766898963114,1,0,svm,10,1,1.81,100,no
1000,TRUE,0.01,0.01,0.01,0.0099498743710662,fdr,10,1,1.81,100,no
1000,FALSE,0.03,0.01714466079977653,0.03,0.01705872210923198,fdr,10,1,1.81,100,no
1000,TRUE,0.26,0.0440844002276808,0.26,0.04386342439892262,tweedie,10,1,1.81,100,no
1000,FALSE,6.42,0.2570933093197287,1,0,tweedie,10,1,1.81,100,no
1000,TRUE,0,0,0,0,lasso,10,1,1.81,100,no
1000,FALSE,1.28,0.1311025506535963,0.65,0.047696960070847276,lasso,10,1,1.81,100,no
1000,TRUE,0,0,0,0,boruta,10,1,1.81,100,no
1000,FALSE,0,0,0,0,boruta,10,1,1.81,100,no
1000,TRUE,0.11,0.031446603773522014,0.11,0.03128897569432403,svm,10,1,1.81,100,no
1000,FALSE,9.89,0.031446603773522014,1,0,svm,10,1,1.81,100,no
3000,TRUE,0,0,0,0,fdr,10,1,1.81,100,no
3000,FALSE,0.03,0.01714466079977653,0.03,0.01705872210923198,fdr,10,1,1.81,100,no
3000,TRUE,0.24,0.04292346959909278,0.24,0.04270831300812525,tweedie,10,1,1.81,100,no
3000,FALSE,11.94,0.3868599308026176,1,0,tweedie,10,1,1.81,100,no
3000,TRUE,0,0,0,0,lasso,10,1,1.81,100,no
3000,FALSE,1.39,0.14205917105490964,0.67,0.04702127178203499,lasso,10,1,1.81,100,no
3000,TRUE,0,0,0,0,boruta,10,1,1.81,100,no
3000,FALSE,0,0,0,0,boruta,10,1,1.81,100,no
3000,TRUE,0.11,0.031446603773522014,0.11,0.03128897569432403,svm,10,1,1.81,100,no
3000,FALSE,29.89,0.031446603773522014,1,0,svm,10,1,1.81,100,no
10000,TRUE,0,0,0,0,fdr,10,1,1.81,100,no
10000,FALSE,0.03,0.022270150335361366,0.02,0.014,fdr,10,1,1.81,100,no
10000,TRUE,0.17,0.03775251680686369,0.17,0.0375632799419859,tweedie,10,1,1.81,100,no
10000,FALSE,23.14,0.701372392045219,1,0,tweedie,10,1,1.81,100,no
10000,TRUE,0,0,0,0,lasso,10,1,1.81,100,no
10000,FALSE,1.2,0.14564381625088382,0.59,0.04918333050943175,lasso,10,1,1.81,100,no
10000,TRUE,0,0,0,0,boruta,10,1,1.81,100,no
10000,FALSE,0,0,0,0,boruta,10,1,1.81,100,no
10000,TRUE,0.16,0.036845294917747066,0.16,0.03666060555964672,svm,10,1,1.81,100,no
10000,FALSE,99.84,0.036845294917747066,1,0,svm,10,1,1.81,100,no
