p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,76,10,0.1,10
100,0.5631853070175439,0.01861722902075838,NA,NA,NA,0.052657475549924955,0.014073302311446066,tweedie,NA,NA,76,10,0.1,10
100,0.5005917159763313,0.021802679619244397,NA,-0.006347908023668902,0.021948935409438066,0.06894612669174499,0.016250757906759904,lasso,0.5069396240000003,0.002594747540604688,76,10,0.1,10
100,0.4951923076923077,0.03365384615384615,NA,-0.007470192307692275,0.03347664419796562,0.09518745131357371,0.025439916452544144,boruta,0.5026625,0.003852083735738727,76,10,0.1,10
100,0.4653846153846154,0.02835044152243074,NA,-0.03689538461538462,0.029134727177016057,0.08965196788229275,0.02113117147876259,svm,0.50228,0.0028146758250285194,76,10,0.1,10
300,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,76,10,0.1,10
300,0.6339111668059036,0.019822237766097105,NA,NA,NA,0.05946671329829131,0.014866678324572828,tweedie,NA,NA,76,10,0.1,10
300,0.4686390532544379,0.03628923324295782,NA,-0.02854674674556192,0.034971256356976274,0.11475663158884522,0.027048397460866277,lasso,0.4971857999999998,0.0023550928899858416,76,10,0.1,10
300,0.4807692307692307,0.03981147457744351,NA,-0.01823076923076923,0.03951203241839918,0.1126038545709846,0.030094646016767368,boruta,0.499,0.0026488541997302505,76,10,0.1,10
300,0.48846153846153845,0.04624279178684982,NA,-0.009688461538461557,0.0446174547301941,0.146232547411373,0.03446734196825506,svm,0.49815,0.0029185708070142034,76,10,0.1,10
1000,NA,NA,NA,NA,NA,NA,NA,fdr,NA,NA,76,10,0.1,10
1000,0.709780701754386,0.02904467445368572,NA,NA,NA,0.09184732517175359,0.021648622154264285,tweedie,NA,NA,76,10,0.1,10
1000,0.5488165680473372,0.030410114154515354,NA,0.04837782604733719,0.03124083709243572,0.09616522463399413,0.02266636081767496,lasso,0.500438742,0.001461652281764233,76,10,0.1,10
1000,0.5461538461538462,0.022790242095681,NA,0.04693384615384616,0.02298156629737418,0.07206907344900101,0.016986843516539996,boruta,0.49922,9.722596818180223e-4,76,10,0.1,10
1000,0.5576923076923077,0.038139678924726965,NA,0.05682230769230773,0.03804502539359398,0.12060825462965884,0.028427638238568528,svm,0.5008699999999999,0.001550559038970562,76,10,0.1,10
3000,0.7631578947368421,NA,NA,NA,NA,NA,NA,fdr,NA,NA,76,10,0.1,10
3000,0.6967836257309942,0.02927045173473843,NA,NA,NA,0.07169767129087186,0.022672794420921984,tweedie,NA,NA,76,10,0.1,10
3000,0.4976331360946745,0.0308405838325494,NA,-0.004189927905326169,0.031124903821276292,0.09752648928022106,0.02298721397178715,lasso,0.5018230640000008,0.0016124853690701602,76,10,0.1,10
3000,0.5192307692307693,0.02006727672115195,NA,0.02108076923076923,0.020004757364824727,0.06345830087571577,0.014957264957264951,boruta,0.49815,0.0011762699992395912,76,10,0.1,10
3000,0.5192307692307693,0.031008683647302113,NA,0.017950769230769204,0.030247023276580746,0.09805806756909202,0.023112508176051216,svm,0.5012800000000001,0.0014942705392412836,76,10,0.1,10
10000,0.7631578947368421,NA,NA,NA,NA,NA,NA,fdr,NA,NA,76,10,0.1,10
10000,0.7532894736842105,0.01964525533680804,NA,NA,NA,0.03929051067361608,0.01604028381395593,tweedie,NA,NA,76,10,0.1,10
10000,0.5091715976331361,0.028186674146658566,NA,0.009237173633136125,0.02931370177168949,0.08913408996842401,0.021009106483854813,lasso,0.499934424,0.0022190562698966593,76,10,0.1,10
10000,0.5384615384615384,0.03343180720616743,NA,0.03633153846153845,0.03343904264839663,0.10572065706711951,0.024918597841219237,boruta,0.50213,0.001592206714664344,76,10,0.1,10
10000,0.5076923076923077,0.032836534550937685,NA,0.008022307692307723,0.0338026086908448,0.10383823964777737,0.0244749078004724,svm,0.49967,0.0016493129882873391,76,10,0.1,10
