p,test_auc,pop_lim_auc,pop_full_auc,test_se,pop_lim_se,pop_full_se,auc_sd,auc_sd_se,bias_l,bias_l_se,bias_f,bias_f_se,n,sig_p,d,nsims
10,0.6601,0.66878492755,0.7265456589999998,0.00941203703258529,0.006061689481923558,0.005359048687320728,0.1882407406517058,0.006663649985496046,-0.008684927549999978,0.0072416402592721555,-0.06644565899999982,0.009169972150371441,30,1,1.19,400
30,0.6273,0.6290171234500006,0.6857958848000018,0.009725648853111812,0.006283442301585081,0.00633740444920833,0.19451297706223625,0.006885684747585048,-0.0017171234500005575,0.00780858896436583,-0.05849588480000173,0.00957962416999012,30,1,1.19,400
100,0.59395,0.5906193997499996,0.6262364090999984,0.009045748042263298,0.005907566480472045,0.006487444309956401,0.18091496084526595,0.006404320191467807,0.0033306002500004643,0.00755743019334449,-0.03228640909999844,0.008842777249202958,30,1,1.19,400
300,0.56135,0.56199768065,0.5851814631999996,0.008861108387478205,0.005106809996259906,0.005995944246233586,0.1772221677495641,0.006273596732914571,-6.476806499999914e-4,0.007413405569087138,-0.023831463199999684,0.00879003752730103,30,1,1.19,400
1000,0.52735,0.5296079391500002,0.5461038933000002,0.008782384039858362,0.0037572974366301046,0.004587086491991186,0.17564768079716725,0.0062178604989772245,-0.002257939150000143,0.007757960499950889,-0.018753893300000195,0.008596357569122564,30,1,1.19,400
3000,0.51465,0.5140777710000001,0.5276324496000001,0.008113909820884974,0.0026580574974858348,0.0037351368180451134,0.16227819641769947,0.005744585882213105,5.72228999999941e-4,0.007780228864210194,-0.01298244960000015,0.008604525127907074,30,1,1.19,400
6000,0.50845,0.50903285995,0.5187743563000001,0.0073766544807467305,0.0022099665049783853,0.003024149319394724,0.1475330896149346,0.005222614759531532,-5.828599500000578e-4,0.006869829681350033,-0.010324356300000101,0.007105248349436729,30,1,1.19,400
