p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims,correlated
100,0.7937604617604618,0.0036407688671967623,NA,NA,NA,0.03640768867196762,0.0025873817685718465,fdr,NA,NA,50,10,1.1,100,no
100,0.6568534475423471,0.009065882051909056,NA,NA,NA,0.09065882051909056,0.006442841826208274,tweedie,NA,NA,50,10,1.1,100,no
100,0.934320987654321,0.0075349210900384515,NA,-0.005047132745682591,0.005722125691573796,0.07534921090038452,0.00535483524693065,lasso,0.9393681204000036,0.0029188387225823763,50,10,1.1,100,no
100,0.8655555555555555,0.008363395085357665,NA,0.014390555555555521,0.007275418994511859,0.08363395085357665,0.005943606077877486,boruta,0.8511650000000001,0.003529456241921178,50,10,1.1,100,no
100,0.7394444444444445,0.010071913761238087,NA,-0.009871555555555567,0.01008380088000326,0.10071913761238087,0.00715779742989297,svm,0.749316,0.0050774603370924995,50,10,1.1,100,no
300,0.8093952281052281,0.00417023597210091,NA,NA,NA,0.041702359721009094,0.0029636576554128314,fdr,NA,NA,50,10,1.1,100,no
300,0.7437876885532768,0.007039634256585249,NA,NA,NA,0.07039634256585249,0.005002850221284901,tweedie,NA,NA,50,10,1.1,100,no
300,0.9145061728395062,0.008447099544014246,NA,0.003005654439504776,0.0060177502165492825,0.08447099544014246,0.006003092246369958,lasso,0.9115005184000013,0.005435112360494235,50,10,1.1,100,no
300,0.8161111111111111,0.009164328171598977,NA,0.0026221111111110872,0.008385711457017475,0.09164328171598977,0.006512804437009345,boruta,0.813489,0.004840009786908879,50,10,1.1,100,no
300,0.7361111111111112,0.012839114968571878,NA,0.0018321111111111177,0.010021651719019616,0.12839114968571877,0.009124361695571884,svm,0.734279,0.007303390148873786,50,10,1.1,100,no
1000,0.8164468253968253,0.006417492102019499,NA,NA,NA,0.064174921020195,0.004560713044523432,fdr,NA,NA,50,10,1.1,100,no
1000,0.7383498083289259,0.008708334537428506,NA,NA,NA,0.08708334537428505,0.0061887438721468695,tweedie,NA,NA,50,10,1.1,100,no
1000,0.8458641975308642,0.013435916074267163,NA,0.005556112130862242,0.008136870807501808,0.13435916074267162,0.009548489773092068,lasso,0.8403080854000019,0.01112642863144987,50,10,1.1,100,no
1000,0.7466666666666667,0.01012208799703047,NA,-0.004174333333333348,0.009470712220641341,0.10122087997030471,0.007193454706604742,boruta,0.750841,0.007060248385335056,50,10,1.1,100,no
1000,0.72,0.011894913354505189,NA,-0.0011300000000000038,0.009805957611390819,0.11894913354505189,0.008453346827228078,svm,0.72113,0.008109951923533221,50,10,1.1,100,no
3000,0.8403422291993721,0.0054980913812077165,NA,NA,NA,0.0524484490150668,0.003909276577070709,fdr,NA,NA,50,10,1.1,100,no
3000,0.7965918315018315,0.006377198698130318,NA,NA,NA,0.06377198698130318,0.004532077769278167,tweedie,NA,NA,50,10,1.1,100,no
3000,0.7964814814814815,0.01472581420851946,NA,-0.003300312918518802,0.009636383552735163,0.1472581420851946,0.010465180460586586,lasso,0.7997817944000003,0.010885703733364312,50,10,1.1,100,no
3000,0.6972222222222222,0.013776198273025578,NA,-0.0051897777777777845,0.011172645282599787,0.13776198273025578,0.009790317801553256,boruta,0.702412,0.007241460631723968,50,10,1.1,100,no
3000,0.695,0.01222005388377275,NA,0.010396999999999995,0.011046874831505986,0.1222005388377275,0.008684414139748365,svm,0.684603,0.005373949971197098,50,10,1.1,100,no
10000,0.8435291666666667,0.007943544609842796,NA,NA,NA,0.07104922291964215,0.005652372682874654,fdr,NA,NA,50,10,1.1,100,no
10000,0.8024167543567543,0.007216322866528053,NA,NA,NA,0.07216322866528053,0.0051284173486571775,tweedie,NA,NA,50,10,1.1,100,no
10000,0.6827777777777778,0.015305226066966951,NA,-0.009912546622222287,0.010180513122602815,0.1530522606696695,0.010876950538206387,lasso,0.6926903244000001,0.013218486015864273,50,10,1.1,100,no
10000,0.601010101010101,0.013332045744622604,NA,-0.023770707070707067,0.010976918148706431,0.13265218026830264,0.009475155733450188,boruta,0.624780808080808,0.008082096753563866,50,10,1.1,100,no
10000,0.5961111111111111,0.01168162154114968,NA,-0.0037008888888888686,0.011347460180243516,0.1168162154114968,0.008301766935894139,svm,0.599812,0.0036859932203141695,50,10,1.1,100,no
