p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.06022179126739502,8.462197720067989e-4,fdr,50,10,1.81,10
100,0.015066885948181152,0.001136309802747749,tweedie,50,10,1.81,10
100,1.7428377151489258,0.009944236690754992,lasso,50,10,1.81,10
100,0.6188787221908569,0.03100004755562575,boruta,50,10,1.81,10
100,0.9830515623092652,0.02022490740945944,svm,50,10,1.81,10
300,0.1768256664276123,0.0022569013011978813,fdr,50,10,1.81,10
300,0.02209944725036621,0.0014933222635739416,tweedie,50,10,1.81,10
300,1.7943756580352783,0.017454700954281244,lasso,50,10,1.81,10
300,0.9593888044357299,0.036258214826614406,boruta,50,10,1.81,10
300,1.8766201496124268,0.028930014642324985,svm,50,10,1.81,10
1000,0.6069646835327148,0.023140308554155224,fdr,50,10,1.81,10
1000,0.04069838523864746,7.300993600002873e-4,tweedie,50,10,1.81,10
1000,1.9556994438171387,0.02429920714505229,lasso,50,10,1.81,10
1000,2.1872360706329346,0.03053387505364917,boruta,50,10,1.81,10
1000,4.487666511535645,0.052349465499386044,svm,50,10,1.81,10
3000,1.6940306663513183,0.019641500606630627,fdr,50,10,1.81,10
3000,0.10897233486175537,0.002795882448198221,tweedie,50,10,1.81,10
3000,4.712843537330627,0.029741930722264488,lasso,50,10,1.81,10
3000,5.384946966171265,0.04449657623985249,boruta,50,10,1.81,10
3000,3.3036490201950075,0.032863879751149995,svm,50,10,1.81,10
10000,5.714028763771057,0.07094352047375146,fdr,50,10,1.81,10
10000,0.36942670345306394,0.026482263012976015,tweedie,50,10,1.81,10
10000,5.807080411911011,0.04187438400593891,lasso,50,10,1.81,10
10000,18.88606743812561,0.07632597445405791,boruta,50,10,1.81,10
10000,4.663309168815613,0.0987794931698605,svm,50,10,1.81,10
