p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,1.48,0.09479376870796194,0.84,0.036660605559646724,fdr,30,3,1.3,100,no
100,FALSE,0.14,0.040251733132897774,0.12,0.03249615361854384,fdr,30,3,1.3,100,no
100,TRUE,2.05,0.08211226608993472,0.93,0.02551470164434614,tweedie,30,3,1.3,100,no
100,FALSE,2.19,0.19627593439910668,0.82,0.0384187454245971,tweedie,30,3,1.3,100,no
100,TRUE,1.7,0.10100505037878156,0.84,0.036660605559646724,lasso,30,3,1.3,100,no
100,FALSE,3.42,0.3181956706941263,0.69,0.04624932431938871,lasso,30,3,1.3,100,no
100,TRUE,1.84,0.08957813586050127,0.92,0.027129319932501065,boruta,30,3,1.3,100,no
100,FALSE,2.28,0.14360439485692011,0.89,0.031288975694324025,boruta,30,3,1.3,100,no
100,TRUE,1.03,0.06583573068132102,0.8,0.04,svm,30,3,1.3,100,no
100,FALSE,0.97,0.06583573068132102,0.77,0.042083250825001625,svm,30,3,1.3,100,no
300,TRUE,0.9,0.08102873913406629,0.66,0.04737087712930804,fdr,30,3,1.3,100,no
300,FALSE,0.1,0.03015113445777636,0.1,0.030000000000000002,fdr,30,3,1.3,100,no
300,TRUE,2,0.08287754140107481,0.95,0.021794494717703377,tweedie,30,3,1.3,100,no
300,FALSE,2.46,0.21992652583914646,0.8,0.04,tweedie,30,3,1.3,100,no
300,TRUE,1.3,0.10200019805882929,0.74,0.04386342439892262,lasso,30,3,1.3,100,no
300,FALSE,3.74,0.37755727373405873,0.69,0.04624932431938871,lasso,30,3,1.3,100,no
300,TRUE,1.37,0.09062632792478857,0.82,0.0384187454245971,boruta,30,3,1.3,100,no
300,FALSE,3.87,0.17212574684594031,0.98,0.014000000000000005,boruta,30,3,1.3,100,no
300,TRUE,0.89,0.0723278171336114,0.7,0.045825756949558406,svm,30,3,1.3,100,no
300,FALSE,2.11,0.0723278171336114,0.98,0.014000000000000005,svm,30,3,1.3,100,no
1000,TRUE,0.55,0.07299508769967215,0.44,0.04963869458396343,fdr,30,3,1.3,100,no
1000,FALSE,0.1,0.03623715376697394,0.08,0.027129319932501072,fdr,30,3,1.3,100,no
1000,TRUE,1.67,0.0865208563634144,0.92,0.027129319932501065,tweedie,30,3,1.3,100,no
1000,FALSE,2.17,0.2215897565367592,0.81,0.03923009049186606,tweedie,30,3,1.3,100,no
1000,TRUE,0.77,0.09084897001912215,0.51,0.04998999899979995,lasso,30,3,1.3,100,no
1000,FALSE,2.95,0.35572518049809754,0.63,0.048280430818293245,lasso,30,3,1.3,100,no
1000,TRUE,0.85,0.0757121075675696,0.64,0.048,boruta,30,3,1.3,100,no
1000,FALSE,5.85,0.242201602310175,0.99,0.009949874371066205,boruta,30,3,1.3,100,no
1000,TRUE,1.17,0.07661394761854377,0.82,0.0384187454245971,svm,30,3,1.3,100,no
1000,FALSE,8.83,0.07661394761854377,1,0,svm,30,3,1.3,100,no
3000,TRUE,0.38,0.058222839074533204,0.33,0.04702127178203499,fdr,30,3,1.3,100,no
3000,FALSE,0.05,0.021904291355759033,0.05,0.021794494717703367,fdr,30,3,1.3,100,no
3000,TRUE,1.2,0.0864566219253764,0.76,0.04270831300812525,tweedie,30,3,1.3,100,no
3000,FALSE,2.2,0.19227505550564006,0.79,0.0407308237088326,tweedie,30,3,1.3,100,no
3000,TRUE,0.54,0.07967104083338404,0.39,0.048774993593028795,lasso,30,3,1.3,100,no
3000,FALSE,3.25,0.42601631305608356,0.53,0.04990991885387112,lasso,30,3,1.3,100,no
3000,TRUE,0.73,0.07501514998500455,0.57,0.04950757517794625,boruta,30,3,1.3,100,no
3000,FALSE,7.32,0.2604890505463626,0.99,0.009949874371066205,boruta,30,3,1.3,100,no
3000,TRUE,1.55,0.09574271077563382,0.84,0.036660605559646724,svm,30,3,1.3,100,no
3000,FALSE,28.45,0.09574271077563382,1,0,svm,30,3,1.3,100,no
10000,TRUE,0.15,0.04351941398892446,0.12,0.03249615361854384,fdr,30,3,1.3,100,no
10000,FALSE,0.05,0.021904291355759033,0.05,0.021794494717703367,fdr,30,3,1.3,100,no
10000,TRUE,0.94,0.0896908269804914,0.62,0.048538644398046386,tweedie,30,3,1.3,100,no
10000,FALSE,2.85,0.24344953638829706,0.92,0.027129319932501065,tweedie,30,3,1.3,100,no
10000,TRUE,0.22,0.054272042023997456,0.16,0.03666060555964672,lasso,30,3,1.3,100,no
10000,FALSE,2.33,0.3162453337380824,0.66,0.04737087712930804,lasso,30,3,1.3,100,no
10000,TRUE,0.33,0.055149017592466154,0.29,0.045376205218153706,boruta,30,3,1.3,100,no
10000,FALSE,8.92,0.29256096662391445,1,0,boruta,30,3,1.3,100,no
10000,TRUE,1.32,0.08747871313939896,0.8,0.04,svm,30,3,1.3,100,no
10000,FALSE,98.68,0.08747871313939896,1,0,svm,30,3,1.3,100,no
