p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,10,0,1,0,fdr,50,10,1.81,10,block
100,FALSE,0.9,0.27688746209726917,0.6,0.15491933384829668,fdr,50,10,1.81,10,block
100,TRUE,9.7,0.15275252316519466,1,0,tweedie,50,10,1.81,10,block
100,FALSE,44.3,3.980647630167176,1,0,tweedie,50,10,1.81,10,block
100,TRUE,8.4,0.339934634239519,1,0,lasso,50,10,1.81,10,block
100,FALSE,2.8,0.7423685817106696,0.9,0.09486832980505137,lasso,50,10,1.81,10,block
100,TRUE,9.7,0.21343747458109494,1,0,boruta,50,10,1.81,10,block
100,FALSE,0.7,0.334995854037363,0.4,0.15491933384829668,boruta,50,10,1.81,10,block
100,TRUE,2,0,1,0,svm,50,10,1.81,10,block
100,FALSE,0,0,0,0,svm,50,10,1.81,10,block
300,TRUE,9.9,0.09999999999999999,1,0,fdr,50,10,1.81,10,block
300,FALSE,0.3,0.15275252316519466,0.3,0.14491376746189438,fdr,50,10,1.81,10,block
300,TRUE,9.7,0.15275252316519466,1,0,tweedie,50,10,1.81,10,block
300,FALSE,20.4,6.186364935170824,0.7,0.14491376746189438,tweedie,50,10,1.81,10,block
300,TRUE,8.4,0.30550504633038933,1,0,lasso,50,10,1.81,10,block
300,FALSE,4.1,0.9480975102218594,0.9,0.09486832980505137,lasso,50,10,1.81,10,block
300,TRUE,9.6,0.1632993161855452,1,0,boruta,50,10,1.81,10,block
300,FALSE,2,0.2981423969999719,1,0,boruta,50,10,1.81,10,block
300,TRUE,2.9,0.09999999999999999,1,0,svm,50,10,1.81,10,block
300,FALSE,0.1,0.09999999999999999,0.1,0.09486832980505139,svm,50,10,1.81,10,block
1000,TRUE,9.9,0.09999999999999999,1,0,fdr,50,10,1.81,10,block
1000,FALSE,0.4,0.22110831935702663,0.3,0.14491376746189438,fdr,50,10,1.81,10,block
1000,TRUE,9.8,0.13333333333333333,1,0,tweedie,50,10,1.81,10,block
1000,FALSE,1.1,0.4333333333333333,0.6,0.15491933384829668,tweedie,50,10,1.81,10,block
1000,TRUE,7.4,0.39999999999999997,1,0,lasso,50,10,1.81,10,block
1000,FALSE,7.7,1.1160446028522137,1,0,lasso,50,10,1.81,10,block
1000,TRUE,9.3,0.42295258468165065,1,0,boruta,50,10,1.81,10,block
1000,FALSE,2.6,0.5206833117271102,0.9,0.09486832980505137,boruta,50,10,1.81,10,block
1000,TRUE,7.4,0.339934634239519,1,0,svm,50,10,1.81,10,block
1000,FALSE,2.6,0.339934634239519,1,0,svm,50,10,1.81,10,block
3000,TRUE,9.8,0.19999999999999998,1,0,fdr,50,10,1.81,10,block
3000,FALSE,0.7,0.334995854037363,0.4,0.15491933384829668,fdr,50,10,1.81,10,block
3000,TRUE,9.8,0.19999999999999998,1,0,tweedie,50,10,1.81,10,block
3000,FALSE,2.4,0.8326663997864531,0.8,0.12649110640673517,tweedie,50,10,1.81,10,block
3000,TRUE,7.1,0.40688518719112343,1,0,lasso,50,10,1.81,10,block
3000,FALSE,7.8,0.3590109871423003,1,0,lasso,50,10,1.81,10,block
3000,TRUE,8.7,0.334995854037363,1,0,boruta,50,10,1.81,10,block
3000,FALSE,4.3,0.6674994798166929,1,0,boruta,50,10,1.81,10,block
3000,TRUE,9.5,0.16666666666666666,1,0,svm,50,10,1.81,10,block
3000,FALSE,20.5,0.16666666666666666,1,0,svm,50,10,1.81,10,block
