p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.062215423583984374,0.002240363766894076,fdr,30,3,0.95,10
100,0.015231966972351074,0.0014273900212389149,tweedie,30,3,0.95,10
100,2.065406084060669,0.017488905210230374,lasso,30,3,0.95,10
100,0.555890154838562,0.03756110254635289,boruta,30,3,0.95,10
100,0.9302888870239258,0.005711646083058259,svm,30,3,0.95,10
300,0.17518556118011475,0.002421285409901133,fdr,30,3,0.95,10
300,0.020644617080688477,5.281276203740229e-4,tweedie,30,3,0.95,10
300,2.0504757165908813,0.029455057253305425,lasso,30,3,0.95,10
300,0.7947045803070069,0.0326319145156911,boruta,30,3,0.95,10
300,1.8055424213409423,0.0416839974681492,svm,30,3,0.95,10
1000,0.5642874240875244,0.00926273751716091,fdr,30,3,0.95,10
1000,0.03981468677520752,6.177680641717588e-4,tweedie,30,3,0.95,10
1000,2.118785095214844,0.01559960777767318,lasso,30,3,0.95,10
1000,1.8539450645446778,0.0450017428514579,boruta,30,3,0.95,10
1000,4.316304326057434,0.05034271280822321,svm,30,3,0.95,10
3000,1.6063514709472657,0.0258345774782595,fdr,30,3,0.95,10
3000,0.11069135665893555,0.0035794171432449754,tweedie,30,3,0.95,10
3000,4.847124481201172,0.024768433545244526,lasso,30,3,0.95,10
3000,4.642662477493286,0.0652655176348273,boruta,30,3,0.95,10
3000,3.087885046005249,0.03744472645245837,svm,30,3,0.95,10
10000,5.46932065486908,0.07610478732320823,fdr,30,3,0.95,10
10000,0.3799976110458374,0.009488170034522733,tweedie,30,3,0.95,10
10000,5.947313952445984,0.06786293981206505,lasso,30,3,0.95,10
10000,16.405750489234926,0.13798018161499698,boruta,30,3,0.95,10
10000,4.391822671890258,0.026542652040895467,svm,30,3,0.95,10
