p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims,correlated
100,TRUE,2.33,0.16271372890987895,0.83,0.037563279941985904,fdr,50,10,0.7,100,block
100,FALSE,0.15,0.04351941398892446,0.13,0.03363034344160047,fdr,50,10,0.7,100,block
100,TRUE,3.94,0.17968547155201137,0.95,0.021794494717703377,tweedie,50,10,0.7,100,block
100,FALSE,2.43,0.2288552981137808,0.83,0.037563279941985904,tweedie,50,10,0.7,100,block
100,TRUE,4,0.20937617781969334,0.92,0.027129319932501065,lasso,50,10,0.7,100,block
100,FALSE,4.61,0.40524216478694824,0.79,0.0407308237088326,lasso,50,10,0.7,100,block
100,TRUE,3.08,0.13975447445900663,0.96,0.019595917942265433,boruta,50,10,0.7,100,block
100,FALSE,2.14,0.13560191292116344,0.88,0.03249615361854384,boruta,50,10,0.7,100,block
100,TRUE,1.26,0.06608840115842392,0.88,0.03249615361854384,svm,50,10,0.7,100,block
100,FALSE,0.74,0.06608840115842392,0.62,0.048538644398046386,svm,50,10,0.7,100,block
300,TRUE,1.05,0.12502524997500758,0.56,0.04963869458396342,fdr,50,10,0.7,100,block
300,FALSE,0.15,0.04793724854411023,0.11,0.03128897569432403,fdr,50,10,0.7,100,block
300,TRUE,3.25,0.15914861868166758,0.97,0.017058722109231986,tweedie,50,10,0.7,100,block
300,FALSE,2,0.19591793788175288,0.75,0.04330127018922193,tweedie,50,10,0.7,100,block
300,TRUE,2.25,0.17999719414199183,0.77,0.042083250825001625,lasso,50,10,0.7,100,block
300,FALSE,4.89,0.4884308000778068,0.73,0.044395945760846225,lasso,50,10,0.7,100,block
300,TRUE,1.82,0.10672346972385685,0.86,0.03469870314579494,boruta,50,10,0.7,100,block
300,FALSE,3.42,0.186504258353096,0.94,0.023748684174075843,boruta,50,10,0.7,100,block
300,TRUE,1.09,0.07666666666666666,0.8,0.04,svm,50,10,0.7,100,block
300,FALSE,1.91,0.07666666666666666,0.95,0.021794494717703377,svm,50,10,0.7,100,block
1000,TRUE,0.47,0.07971540286886503,0.32,0.0466476151587624,fdr,50,10,0.7,100,block
1000,FALSE,0.09,0.032082595426382345,0.08,0.027129319932501072,fdr,50,10,0.7,100,block
1000,TRUE,2.2,0.1483920551114581,0.85,0.035707142142714254,tweedie,50,10,0.7,100,block
1000,FALSE,1.5,0.15666989036012807,0.69,0.04624932431938871,tweedie,50,10,0.7,100,block
1000,TRUE,1.31,0.1535407029902738,0.54,0.04983974317750845,lasso,50,10,0.7,100,block
1000,FALSE,4.66,0.5148737218920281,0.67,0.04702127178203499,lasso,50,10,0.7,100,block
1000,TRUE,1.23,0.11087803837523189,0.67,0.04702127178203499,boruta,50,10,0.7,100,block
1000,FALSE,5.47,0.19040361171347395,0.99,0.009949874371066205,boruta,50,10,0.7,100,block
1000,TRUE,1.63,0.1244421897342641,0.79,0.0407308237088326,svm,50,10,0.7,100,block
1000,FALSE,8.37,0.1244421897342641,1,0,svm,50,10,0.7,100,block
3000,TRUE,0.26,0.056174331821175726,0.21,0.0407308237088326,fdr,50,10,0.7,100,block
3000,FALSE,0.1,0.03015113445777636,0.1,0.030000000000000002,fdr,50,10,0.7,100,block
3000,TRUE,1.18,0.10672346972385685,0.68,0.0466476151587624,tweedie,50,10,0.7,100,block
3000,FALSE,1.54,0.13589954697748946,0.72,0.0448998886412873,tweedie,50,10,0.7,100,block
3000,TRUE,0.57,0.08791065253018446,0.38,0.048538644398046386,lasso,50,10,0.7,100,block
3000,FALSE,3.63,0.5012418920475765,0.66,0.04737087712930804,lasso,50,10,0.7,100,block
3000,TRUE,0.85,0.09574271077563382,0.57,0.04950757517794625,boruta,50,10,0.7,100,block
3000,FALSE,7.22,0.24394899284709318,1,0,boruta,50,10,0.7,100,block
3000,TRUE,1.96,0.11969658611369301,0.94,0.023748684174075843,svm,50,10,0.7,100,block
3000,FALSE,28.04,0.11969658611369301,1,0,svm,50,10,0.7,100,block
