p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims,correlated
100,0.8755974842767296,0.0075500540995419784,NA,NA,NA,0.054965223514678474,0.005389783601352587,fdr,NA,NA,30,3,1.3,100,block
100,0.6896992419599688,0.012425128330940494,NA,NA,NA,0.12300249499889558,0.008831064481479462,tweedie,NA,NA,30,3,1.3,100,block
100,0.7078,0.019566813793262357,NA,0.7078,0.019566813793262357,0.19566813793262358,0.013905529058401247,lasso,0,0,30,3,1.3,100,block
100,0.6493827160493827,0.022091522366359095,NA,0.6493827160493827,0.022091522366359095,0.19882370129723184,0.015718393723105677,boruta,0,0,30,3,1.3,100,block
100,0.6910000000000001,0.019493329602453736,NA,0.6910000000000001,0.019493329602453736,0.19493329602453735,0.01385330611799721,svm,0,0,30,3,1.3,100,block
300,0.8749408983451537,0.015827426430270457,NA,NA,NA,0.10850736881919273,0.011312675215104439,fdr,NA,NA,30,3,1.3,100,block
300,0.7174875746403946,0.012238412078407269,NA,NA,NA,0.1205343802800171,0.008698819612659075,tweedie,NA,NA,30,3,1.3,100,block
300,0.6024,0.018421068307124797,NA,0.6024,0.018421068307124797,0.18421068307124797,0.013091283197048796,lasso,0,0,30,3,1.3,100,block
300,0.5808510638297872,0.020532635006450674,NA,0.5808510638297872,0.020532635006450674,0.19907128228090468,0.01459661461504806,boruta,0,0,30,3,1.3,100,block
300,0.6,0.018531981638085646,NA,0.6,0.018531981638085646,0.18531981638085646,0.013170105869096262,svm,0,0,30,3,1.3,100,block
1000,0.928968253968254,0.008635786755849728,NA,NA,NA,0.04569628826272729,0.0062184771879341015,fdr,NA,NA,30,3,1.3,100,block
1000,0.7765022830614229,0.012845086529196333,NA,NA,NA,0.12387352848230457,0.009132077677620176,tweedie,NA,NA,30,3,1.3,100,block
1000,0.5694,0.017215109642404258,NA,0.5694,0.017215109642404258,0.17215109642404258,0.012234245693003215,lasso,0,0,30,3,1.3,100,block
1000,0.5602040816326531,0.019173968295873613,NA,0.5602040816326531,0.019173968295873613,0.18981260205975342,0.013627750625726204,boruta,0,0,30,3,1.3,100,block
1000,0.562,0.01668362773330292,NA,0.562,0.01668362773330292,0.16683627733302922,0.011856537947168374,svm,0,0,30,3,1.3,100,block
3000,0.8914197530864197,0.02785302887055959,NA,NA,NA,0.11817039354574423,0.020266055298828592,fdr,NA,NA,30,3,1.3,100,block
3000,0.7967517151788251,0.012243587509564799,NA,NA,NA,0.11743636587361746,0.0087049625954982,tweedie,NA,NA,30,3,1.3,100,block
3000,0.5606,0.016554666100437355,NA,0.5606,0.016554666100437355,0.16554666100437354,0.011764888905470613,lasso,0,0,30,3,1.3,100,block
3000,0.5313131313131313,0.016157750516874014,NA,0.5313131313131313,0.016157750516874014,0.1607675877619264,0.011483399125851886,boruta,0,0,30,3,1.3,100,block
3000,0.542,0.017184677224583868,NA,0.542,0.017184677224583868,0.17184677224583866,0.01221261831540408,svm,0,0,30,3,1.3,100,block
