p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims,correlated
100,0.8804012345679012,0.012700452541678542,NA,NA,NA,0.07620271525007125,0.009107966537584744,fdr,NA,NA,30,3,0.95,100,no
100,0.6779033237619096,0.012673947726320545,NA,NA,NA,0.12610418766234952,0.009007441975882107,tweedie,NA,NA,30,3,0.95,100,no
100,0.6014,0.01879233671452061,NA,2.3294159999999453e-4,0.013078743127601522,0.18792336714520608,0.01335513216510544,lasso,0.6011670584000001,0.011524587105143803,30,3,0.95,100,no
100,0.6011764705882353,0.019337349938728057,NA,0.011195294117647091,0.01738732271895256,0.1782815574463332,0.013754720775214172,boruta,0.5899811764705882,0.007440699361372152,30,3,0.95,100,no
100,0.596,0.016324982404433107,NA,0.02069000000000001,0.014711787996725827,0.16324982404433108,0.011601659810392915,svm,0.57531,0.00879009652789416,30,3,0.95,100,no
300,0.8502415458937198,0.03158085025106348,NA,NA,NA,0.15145643716706866,0.022832917007600224,fdr,NA,NA,30,3,0.95,100,no
300,0.7043271337715782,0.012811434907973235,NA,NA,NA,0.12747216784742574,0.009105154846244695,tweedie,NA,NA,30,3,0.95,100,no
300,0.5448000000000001,0.017780070559221893,NA,-0.012062268599999572,0.014592538640298821,0.17780070559221892,0.012635745933598022,lasso,0.5568622685999995,0.009173567862979699,30,3,0.95,100,no
300,0.5172043010752688,0.017339638326747984,NA,-0.02298602150537634,0.016605127828463743,0.1672174163450858,0.01232743148454366,boruta,0.5401903225806451,0.005637130225341355,30,3,0.95,100,no
300,0.528,0.017585577194181752,NA,-0.015080999999999987,0.015830198139038316,0.1758557719418175,0.012497525517754784,svm,0.543081,0.006049447874464131,30,3,0.95,100,no
1000,0.8261904761904763,0.04296384762838473,NA,NA,NA,0.1607559978429758,0.031526844997246666,fdr,NA,NA,30,3,0.95,100,no
1000,0.7439496024070492,0.013214873661718574,NA,NA,NA,0.1281229537364294,0.009394430766730844,tweedie,NA,NA,30,3,0.95,100,no
1000,0.5328,0.017114044088131393,NA,-0.002259550000000067,0.016773154779511485,0.17114044088131394,0.012162421531103711,lasso,0.53505955,0.006879896496525479,30,3,0.95,100,no
1000,0.5363636363636364,0.018412268673711464,NA,0.00891616161616162,0.018202460281825143,0.18319976018974674,0.01308569715641048,boruta,0.5274474747474748,0.004350954454589578,30,3,0.95,100,no
1000,0.534,0.015519293954574251,NA,0.0077350000000000144,0.015451263710535953,0.1551929395457425,0.011029081961495083,svm,0.526265,0.003724059741679229,30,3,0.95,100,no
3000,0.9388888888888889,0.01337954953199144,NA,NA,NA,0.0327730693416725,0.010363754503432014,fdr,NA,NA,30,3,0.95,100,no
3000,0.7959125001982145,0.013446652454290164,NA,NA,NA,0.12827288903976772,0.009560896652106944,tweedie,NA,NA,30,3,0.95,100,no
3000,0.5212,0.011433850151761186,NA,0.006297203599999965,0.011101063876256903,0.11433850151761187,0.008125683476860634,lasso,0.5149027964,0.005149224168225252,30,3,0.95,100,no
3000,0.5161616161616162,0.015444160708629057,NA,-3.3232323232323106e-4,0.01491429551593081,0.15366745881741584,0.010976247058386845,boruta,0.5164939393939394,0.0032821377165621704,30,3,0.95,100,no
3000,0.524,0.016088141061921447,NA,0.005643999999999997,0.01591269858961831,0.16088141061921446,0.011433343997439211,svm,0.518356,0.0020843225869487296,30,3,0.95,100,no
10000,0.9266666666666666,0.016329931618554516,NA,NA,NA,0.036514837167011066,0.012909944487358053,fdr,NA,NA,30,3,0.95,100,no
10000,0.7714911532115833,0.014920532949378638,NA,NA,NA,0.14388840893169577,0.010607594240452498,tweedie,NA,NA,30,3,0.95,100,no
10000,0.49520000000000003,0.01454806037264283,NA,-0.010179701399999965,0.01407969537630622,0.1454806037264283,0.010338856310107067,lasso,0.5053797014,0.0034282724873554485,30,3,0.95,100,no
10000,0.49393939393939396,0.015384723501226721,NA,-0.012463636363636366,0.015381460692453396,0.1530760660707956,0.010934004719342543,boruta,0.5064030303030304,0.002227285979287371,30,3,0.95,100,no
10000,0.49,0.013962431555767605,NA,-0.021442000000000003,0.014042235295023658,0.13962431555767604,0.009922668032519445,svm,0.511442,0.0013725035592675242,30,3,0.95,100,no
