p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims,correlated
100,0.8702484848484848,0.01545407921657583,0.9,-0.029751515151515195,0.01545407921657583,0.0488700894650502,0.011518790552643418,fdr,NA,NA,50,10,1.81,10,block
100,0.5684035598136253,0.004072474434583401,0.9,-0.3315964401863747,0.004072474434583401,0.012878294926089943,0.0030354432241195026,tweedie,NA,NA,50,10,1.81,10,block
100,1,0,NA,0.08943237600000031,7.18395884971884e-4,0,0,lasso,0.9105676239999997,7.18395884971884e-4,50,10,1.81,10,block
100,0.9666666666666667,0.01228379551983482,NA,0.13999666666666666,0.012184845435993014,0.03884477215445008,0.009155800601352676,boruta,0.82667,5.653022790212956e-4,50,10,1.81,10,block
100,0.8666666666666667,0.03008903112828133,NA,0.042546666666666656,0.030122628329024667,0.09514987095307502,0.02242703965998142,svm,0.82412,0.0018654043350794975,50,10,1.81,10,block
300,0.900440404040404,0.007682125721867007,0.9,4.404040404040188e-4,0.007682125721867007,0.024293014552864922,0.005725918441931425,fdr,NA,NA,50,10,1.81,10,block
300,0.6530881285209459,0.055655321233104016,0.9,-0.24691187147905413,0.055655321233104016,0.1759975790049397,0.04148302719560267,tweedie,NA,NA,50,10,1.81,10,block
300,1,0,NA,0.09151139199999467,5.569568340999362e-4,0,0,lasso,0.9084886080000053,5.569568340999362e-4,50,10,1.81,10,block
300,0.9888888888888889,0.011111111111111115,NA,0.16155888888888886,0.01094662296422908,0.03513641844631534,0.008281733249999226,boruta,0.82733,6.296471675117496e-4,50,10,1.81,10,block
300,0.9333333333333333,0.02456759103966964,NA,0.1127933333333333,0.024994096213742933,0.07768954430890015,0.018311601202705353,svm,0.82054,0.0020494009964973836,50,10,1.81,10,block
1000,0.8914545454545455,0.007119032548463241,0.9,-0.008545454545454523,0.007119032548463241,0.022512357590016872,0.005306213570799125,fdr,NA,NA,50,10,1.81,10,block
1000,0.8546212898212898,0.017658507972347987,0.9,-0.0453787101787102,0.017658507972347987,0.05584110527286127,0.013161874735797361,tweedie,NA,NA,50,10,1.81,10,block
1000,0.980246913580247,0.010762713440841159,NA,0.07786268158024492,0.011207441890323596,0.03403468827676595,0.008022052958690499,lasso,0.902384232000002,0.001853524215626149,50,10,1.81,10,block
1000,0.9666666666666667,0.009072184232530292,NA,0.14064666666666664,0.008838716086492046,0.02868876552746236,0.006762006882779832,boruta,0.82602,5.362006258026106e-4,50,10,1.81,10,block
1000,0.95,0.021032993873334342,NA,0.13398,0.021028614171927026,0.06651216665210359,0.015677068023704065,svm,0.81602,0.003264243999594516,50,10,1.81,10,block
3000,0.8844125874125874,0.01090634102571773,0.9,-0.015587412587412586,0.01090634102571773,0.034488878579805066,0.008129106639766542,fdr,NA,NA,50,10,1.81,10,block
3000,0.8235825017088175,0.02259027651673972,0.9,-0.0764174982911825,0.02259027651673972,0.07143672676591237,0.016837797973982393,tweedie,NA,NA,50,10,1.81,10,block
3000,0.9864197530864197,0.007464344505027593,NA,0.08799925308641596,0.005605030143004997,0.02360432987604936,0.005563593906906241,lasso,0.8984205000000038,0.001988361405461572,50,10,1.81,10,block
3000,0.9777777777777777,0.009072184232530292,NA,0.15579777777777773,0.009597619989613079,0.02868876552746236,0.006762006882779832,boruta,0.82198,0.001147151060477895,50,10,1.81,10,block
3000,0.9388888888888889,0.01747033542973445,NA,0.14834888888888884,0.01630246736692508,0.0552460514450974,0.013021619203536413,svm,0.79054,0.003958400350309872,50,10,1.81,10,block
