p,detection,mean_nr,mean_se,a_detection,a_det_se,method,n,sig_p,d,nsims
100,TRUE,10,0,1,0,fdr,76,10,1.81,25
100,FALSE,0.72,0.16852299546352717,0.48,0.09991996797437437,fdr,76,10,1.81,25
100,TRUE,9.36,0.13999999999999999,1,0,tweedie,76,10,1.81,25
100,FALSE,62.4,1.3650396819628847,1,0,tweedie,76,10,1.81,25
100,TRUE,5.96,0.4742713709821976,1,0,lasso,76,10,1.81,25
100,FALSE,0.28,0.27999999999999997,0.04,0.039191835884530846,lasso,76,10,1.81,25
100,TRUE,9.96,0.04,1,0,boruta,76,10,1.81,25
100,FALSE,0.56,0.11661903789690602,0.52,0.09991996797437437,boruta,76,10,1.81,25
100,TRUE,2,0,1,0,svm,76,10,1.81,25
100,FALSE,0,0,0,0,svm,76,10,1.81,25
300,TRUE,10,0,1,0,fdr,76,10,1.81,25
300,FALSE,0.52,0.1171893055416463,0.48,0.09991996797437437,fdr,76,10,1.81,25
300,TRUE,9.52,0.10198039027185571,1,0,tweedie,76,10,1.81,25
300,FALSE,80.76,5.6410046386555415,1,0,tweedie,76,10,1.81,25
300,TRUE,5.8,0.447213595499958,1,0,lasso,76,10,1.81,25
300,FALSE,0.08,0.08,0.04,0.039191835884530846,lasso,76,10,1.81,25
300,TRUE,9.96,0.04,1,0,boruta,76,10,1.81,25
300,FALSE,1.04,0.1777638883463118,0.72,0.0897997772825746,boruta,76,10,1.81,25
300,TRUE,2.96,0.04,1,0,svm,76,10,1.81,25
300,FALSE,0.04,0.04,0.04,0.039191835884530846,svm,76,10,1.81,25
1000,TRUE,10,0,1,0,fdr,76,10,1.81,25
1000,FALSE,0.72,0.1781385228784985,0.48,0.09991996797437437,fdr,76,10,1.81,25
1000,TRUE,9.64,0.09797958971132711,1,0,tweedie,76,10,1.81,25
1000,FALSE,1.48,1.031374487435739,0.4,0.09797958971132711,tweedie,76,10,1.81,25
1000,TRUE,4.68,0.5376492040974921,1,0,lasso,76,10,1.81,25
1000,FALSE,0.04,0.04,0.04,0.039191835884530846,lasso,76,10,1.81,25
1000,TRUE,9.92,0.05537749241945383,1,0,boruta,76,10,1.81,25
1000,FALSE,1.88,0.24711670657134185,0.88,0.06499230723708768,boruta,76,10,1.81,25
1000,TRUE,8.48,0.20099751242241778,1,0,svm,76,10,1.81,25
1000,FALSE,1.52,0.20099751242241778,0.84,0.07332121111929345,svm,76,10,1.81,25
3000,TRUE,10,0,1,0,fdr,76,10,1.81,25
3000,FALSE,0.36,0.13999999999999999,0.28,0.0897997772825746,fdr,76,10,1.81,25
3000,TRUE,9.96,0.04,1,0,tweedie,76,10,1.81,25
3000,FALSE,1.24,0.24,0.72,0.0897997772825746,tweedie,76,10,1.81,25
3000,TRUE,5.56,0.4512205669071391,1,0,lasso,76,10,1.81,25
3000,FALSE,0.16,0.16,0.04,0.039191835884530846,lasso,76,10,1.81,25
3000,TRUE,9.96,0.04,1,0,boruta,76,10,1.81,25
3000,FALSE,2.88,0.2602562839459085,1,0,boruta,76,10,1.81,25
3000,TRUE,9.92,0.05537749241945383,1,0,svm,76,10,1.81,25
3000,FALSE,20.08,0.05537749241945383,1,0,svm,76,10,1.81,25
10000,TRUE,10,0,1,0,fdr,76,10,1.81,25
10000,FALSE,0.28,0.10832051206181281,0.24,0.0854166260162505,fdr,76,10,1.81,25
10000,TRUE,10,0,1,0,tweedie,76,10,1.81,25
10000,FALSE,1.56,0.2587147721590967,0.72,0.0897997772825746,tweedie,76,10,1.81,25
10000,TRUE,5.56,0.5035871324805669,1,0,lasso,76,10,1.81,25
10000,FALSE,0.56,0.4833218389437829,0.08,0.054258639865002144,lasso,76,10,1.81,25
10000,TRUE,9.4,0.16329931618554522,1,0,boruta,76,10,1.81,25
10000,FALSE,4.28,0.3189566323708183,1,0,boruta,76,10,1.81,25
10000,TRUE,9.92,0.05537749241945383,1,0,svm,76,10,1.81,25
10000,FALSE,90.08,0.05537749241945383,1,0,svm,76,10,1.81,25
