p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.06264746189117432,9.17768746131484e-4,fdr,30,3,1.5,10
100,0.014951086044311524,2.2367987330968795e-4,tweedie,30,3,1.5,10
100,2.1858402490615845,0.006133149478598648,lasso,30,3,1.5,10
100,0.5860656023025512,0.026827118242188818,boruta,30,3,1.5,10
100,0.9818761587142945,0.008080218004686307,svm,30,3,1.5,10
300,0.1767545223236084,0.0022079147836105966,fdr,30,3,1.5,10
300,0.02303268909454346,0.0011072116541101834,tweedie,30,3,1.5,10
300,2.1233327865600584,0.025030719366710683,lasso,30,3,1.5,10
300,0.8769178628921509,0.03511854021785491,boruta,30,3,1.5,10
300,1.8208523511886596,0.01754369489606052,svm,30,3,1.5,10
1000,0.5830655574798584,0.00541689684287886,fdr,30,3,1.5,10
1000,0.04562034606933594,0.002492027448466283,tweedie,30,3,1.5,10
1000,2.2858743190765383,0.042716430792157194,lasso,30,3,1.5,10
1000,1.9661013603210449,0.042991583697841604,boruta,30,3,1.5,10
1000,4.603008437156677,0.09762453249887125,svm,30,3,1.5,10
3000,1.6205379009246825,0.017628670911415147,fdr,30,3,1.5,10
3000,0.10875613689422607,0.0021607659168952653,tweedie,30,3,1.5,10
3000,5.112950921058655,0.057969768432782315,lasso,30,3,1.5,10
3000,4.80897171497345,0.049952245678182516,boruta,30,3,1.5,10
3000,3.393208646774292,0.05724958415098119,svm,30,3,1.5,10
10000,5.126178765296936,0.051532727718883266,fdr,30,3,1.5,10
10000,0.3268555164337158,0.0038117357427800507,tweedie,30,3,1.5,10
10000,6.016734218597412,0.10919844404865775,lasso,30,3,1.5,10
10000,16.673573470115663,0.16396932697550465,boruta,30,3,1.5,10
10000,4.227083969116211,0.08247647991757295,svm,30,3,1.5,10
