p,test_auc,test_auc_se,data_auc,auc_bias,auc_bias_se,auc_sd,auc_sd_se,method,pop_auc,pop_auc_se,n,sig_p,d,nsims
100,0.7451984126984127,0.007247202921185883,NA,NA,NA,0.022917667896373138,0.0054017461261688954,fdr,NA,NA,76,10,0.8,10
100,0.6414003978477663,0.02349892753418624,NA,NA,NA,0.07431013357927277,0.017515066454927317,tweedie,NA,NA,76,10,0.8,10
100,0.8834319526627219,0.018482641052098816,NA,0.017286632662719716,0.01660131686199057,0.05844724289996308,0.013776147265407063,lasso,0.8661453200000022,0.006306472138830056,76,10,0.8,10
100,0.75,0.023813045667957323,NA,-0.01818000000000002,0.02122494876241463,0.07530346233635085,0.01774919628828649,boruta,0.7681800000000001,0.011724094847791038,76,10,0.8,10
100,0.6846153846153846,0.029681633084077497,NA,0.02355538461538459,0.022299630190663867,0.09386156521909295,0.02212338308640134,svm,0.66106,0.017899548101061712,76,10,0.8,10
300,0.7617167919799499,0.011463216710322853,NA,NA,NA,0.03624987411672282,0.008544177268364473,fdr,NA,NA,76,10,0.8,10
300,0.7093026125920863,0.020101051739716963,NA,NA,NA,0.06356510686239569,0.014982439369749181,tweedie,NA,NA,76,10,0.8,10
300,0.823076923076923,0.025173247880246555,NA,0.008722735076923527,0.021925096524863838,0.0796047994055847,0.01876303115822793,lasso,0.8143541879999996,0.016284241120675613,76,10,0.8,10
300,0.7730769230769231,0.018534400377949945,NA,0.04321692307692306,0.007737036520676891,0.05861092025980748,0.013814726389097958,boruta,0.72986,0.01799466093657289,76,10,0.8,10
300,0.6961538461538461,0.03646528885468689,NA,0.04837384615384614,0.03423623759644195,0.11531336831676335,0.027179621566081783,svm,0.64778,0.014735013478861232,76,10,0.8,10
1000,0.7759398496240602,0.01905649104889701,NA,NA,NA,0.057169473146691026,0.014292368286672756,fdr,NA,NA,76,10,0.8,10
1000,0.701554220633168,0.02913248754707573,NA,NA,NA,0.0921250145552511,0.021714074169642484,tweedie,NA,NA,76,10,0.8,10
1000,0.7366863905325444,0.051299117172502746,NA,-0.028691261467458273,0.02178719614332806,0.16222205222096553,0.03823610439448099,lasso,0.7653776520000026,0.033260811958074524,76,10,0.8,10
1000,0.6692307692307692,0.020830867704194768,NA,-0.020319230769230822,0.013718847622118094,0.0658729875828981,0.015526412072294831,boruta,0.68955,0.016638684843861114,76,10,0.8,10
1000,0.6423076923076922,0.03805338994783545,NA,-8.723076923076945e-4,0.02914164519742534,0.12033538492571602,0.028363322232555752,svm,0.64318,0.015216802116958292,76,10,0.8,10
3000,0.7892300194931774,0.014991817029860474,NA,NA,NA,0.044975451089581425,0.011243862772395356,fdr,NA,NA,76,10,0.8,10
3000,0.746624895572264,0.015431313462834838,NA,NA,NA,0.04879809783057817,0.011501821961668792,tweedie,NA,NA,76,10,0.8,10
3000,0.7784023668639053,0.04133185392279646,NA,0.04739666286390507,0.025700486989461906,0.13070279831340204,0.030806945002488078,lasso,0.7310057040000002,0.029452021541355095,76,10,0.8,10
3000,0.6153846153846154,0.028088336282316214,NA,-0.008915384615384603,0.020939425111434408,0.08882311833686551,0.020935809767377595,boruta,0.6243,0.015186046226717475,76,10,0.8,10
3000,0.6192307692307693,0.030039421830410213,NA,-0.007789230769230782,0.029052053765747612,0.09499299257868055,0.022390063072529467,svm,0.62702,0.01694426025400801,76,10,0.8,10
10000,0.7868421052631579,0.01784823679769807,NA,NA,NA,0.03990987075816605,0.014110270124688956,fdr,NA,NA,76,10,0.8,10
10000,0.7621345029239766,0.01106219031879735,NA,NA,NA,0.03318657095639205,0.008296642739098012,tweedie,NA,NA,76,10,0.8,10
10000,0.6556213017751479,0.05848250960748864,NA,-0.004732922224852787,0.04061245126179926,0.18493793364234395,0.04359028899237639,lasso,0.6603542240000007,0.030829058496459966,76,10,0.8,10
10000,0.5384615384615384,0.032936493791449056,NA,-0.015988461538461524,0.02803564328162157,0.10415433852097389,0.024549413019393295,boruta,0.55445,0.01581911818022737,76,10,0.8,10
10000,0.5346153846153846,0.03779334095636839,NA,-0.028314615384615417,0.04014227410370471,0.11951303780945041,0.028169493158422213,svm,0.56293,0.010233040712428644,76,10,0.8,10
