p,mean_time,mean_time_se,method,n,sig_p,d,nsims
100,0.06841902732849121,0.008223780167636528,fdr,10,1,1.81,10
100,0.017130088806152344,0.0020279803045932937,tweedie,10,1,1.81,10
100,2.1568134784698487,0.03010494188873206,lasso,10,1,1.81,10
100,0.1295832395553589,0.003213943588566732,boruta,10,1,1.81,10
100,0.9563104152679444,0.025762184153419194,svm,10,1,1.81,10
300,0.1668060302734375,0.0030250315642246068,fdr,10,1,1.81,10
300,0.021633243560791014,4.673903312807152e-4,tweedie,10,1,1.81,10
300,2.0947184562683105,0.025125052659335997,lasso,10,1,1.81,10
300,0.3293559789657593,0.004114957147883543,boruta,10,1,1.81,10
300,1.7364192724227905,0.04634917560926196,svm,10,1,1.81,10
1000,0.5016754388809204,0.005511236428621755,fdr,10,1,1.81,10
1000,0.03989388942718506,0.001155094555249482,tweedie,10,1,1.81,10
1000,2.1290404558181764,0.016841381913558818,lasso,10,1,1.81,10
1000,1.0435566663742066,0.009134390005466305,boruta,10,1,1.81,10
1000,4.018529987335205,0.04613443690271303,svm,10,1,1.81,10
3000,1.468697428703308,0.03208562254494595,fdr,10,1,1.81,10
3000,0.10146684646606445,0.0024429158480226004,tweedie,10,1,1.81,10
3000,4.987466335296631,0.055465474938705045,lasso,10,1,1.81,10
3000,3.1485790967941285,0.052978405442157976,boruta,10,1,1.81,10
3000,2.99611074924469,0.07039512150425896,svm,10,1,1.81,10
10000,4.738184571266174,0.030656727722662737,fdr,10,1,1.81,10
10000,0.30542850494384766,0.001924545431441566,tweedie,10,1,1.81,10
10000,6.245271015167236,0.046704109515984374,lasso,10,1,1.81,10
10000,12.417600226402282,0.10501258060186418,boruta,10,1,1.81,10
10000,4.226544308662414,0.12016926762051722,svm,10,1,1.81,10
